TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
IDEX;3,49;;-16,30;59,50;16,28;-1,63;-382,14;-367,56;-16,26;-15,63;0,05;-0,20;59,93;-98,05;-21,37;0,59;-364,95;-99,85;-384,01;0,27;0,68;0,27;-6,91;;;0,06;-0,21;;5.160.126.587,00
IDN;2,55;;-13,46;2,79;2,11;92,33;-21,21;-21,99;-15,17;-11,09;2,87;-0,57;2,96;5,69;-5,48;2,52;-20,75;-15,68;-20,05;0,76;0,24;0,71;34,72;;;0,92;-0,19;;49.787.550,00
IDRA;0,70;;-2,61;2,10;0,42;100,00;-46.412,24;-34.087,76;-1,92;-0,74;1,18;-1,29;890,79;4,03;-0,59;1,56;-80,43;-16,11;-138,58;0,20;0,52;0,00;;;;0,33;-0,27;;43.648.780,00
IDT;23,20;;11,95;3,08;1,15;28,60;5,24;3,94;6,92;5,47;-3,52;-1,20;0,47;6,74;-4,64;1,29;25,72;9,60;27,71;0,37;0,61;2,44;-1,90;27,01;;7,59;1,95;;594.828.679,00
IDXG;1,05;;-0,26;-0,08;0,31;61,42;-7,22;-61,88;451,03;-5,62;-3,42;;0,16;-3,63;-1,46;0,90;-30,96;-121,94;4,62;-3,94;2,01;1,97;14,90;;;-14,50;-4,49;;4.961.330,00
IDXX;492,08;;52,01;37,63;14,34;59,97;29,86;22,52;35,41;40,09;0,86;0,83;11,71;139,46;-24,33;1,33;72,35;27,57;39,43;0,38;0,62;1,22;11,33;20,88;;13,18;9,53;;41.165.019.036,00
IDYA;28,45;;-22,15;3,27;3,11;100,00;-164,25;-164,25;-21,31;-15,50;6,66;-0,98;36,39;3,45;-63,75;19,80;-14,78;-14,06;-14,78;0,95;0,05;0,09;;;;8,71;-1,29;;1.642.739.568,00
IEA;13,72;;-8,54;28,38;0,63;8,83;-1,96;-3,42;79,64;-22,58;-7,69;14,68;0,29;3,63;-2,73;1,30;-332,34;-7,43;-11,90;0,02;0,98;2,17;28,09;;;0,48;-1,61;;667.003.288,00
IEAWW;1,65;;-1,03;3,41;0,08;8,83;-1,96;-3,42;9,58;-22,58;-7,69;14,68;0,04;0,44;-0,33;1,30;-332,34;-7,43;-11,90;0,02;0,98;2,17;28,09;;;0,48;-1,61;;667.003.288,00
IEC;15,34;;39,80;3,92;1,04;11,14;3,64;2,18;14,44;33,43;9,60;1,58;0,87;3,03;-2,88;2,15;9,86;2,61;5,62;0,26;0,74;1,20;7,55;;;3,91;0,39;;163.640.984,00
IEP;19,36;35,59;-8,44;;0,35;17,76;-7,17;-7,15;-18,97;-6,21;2,21;;0,60;0,65;-1,21;4,10;;-4,13;-12,50;0,00;0,85;0,58;7,05;;;0,00;-2,33;;7.739.326.728,00
IESC;74,25;;17,22;3,60;1,66;17,13;5,70;3,70;9,29;10,96;-0,21;-0,07;0,64;6,38;-5,06;1,63;20,90;9,64;24,27;0,46;0,54;2,61;21,73;20,96;;20,56;4,30;;1.493.572.652,00
IEX;226,33;1,09;29,21;5,23;3,00;44,73;24,00;17,65;18,31;22,75;1,27;0,31;5,16;17,13;-4,05;3,06;17,91;10,26;13,37;0,57;0,43;0,58;6,82;11,72;;43,37;7,77;;17.149.489.628,00
IFF;66,26;4,89;-7,68;0,96;0,49;31,75;-13,17;-18,58;-39,91;-16,42;-5,58;0,49;1,43;6,76;-0,60;1,64;-12,51;-6,40;-6,62;0,51;0,49;0,34;29,63;;;69,04;-8,63;;16.923.247.380,00
IFFT;47,56;;85,65;0,54;0,29;33,39;4,75;1,71;7,95;57,92;27,10;0,48;1,46;3,86;-0,34;1,95;0,64;0,34;1,06;0,53;0,46;0,20;;;;87,42;0,56;;11.838.629.397,68
IFMK;0,00;;;;;21,67;-0,31;0,79;;-73,64;-73,64;1,04;;;;0,65;3,61;0,57;-6,52;0,16;0,84;0,72;-7,38;;;0,22;0,01;;0,00
IFN;16,55;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IFRX;3,85;;-5,26;2,10;1,87;;;;;-2,74;2,42;-0,98;;2,12;-85,51;9,93;-39,87;-35,52;-40,60;0,89;0,11;0,00;;;;1,85;-0,74;;227.878.371,00
IFS;23,47;5,07;6,73;1,13;0,12;77,21;0,00;25,87;;;;-0,62;1,74;1,33;-0,37;1,15;16,74;1,77;;0,11;0,89;0,07;5,14;6,56;;20,67;3,46;;2.688.075.904,00
IGA;8,48;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IGAC;10,12;;6,78;-6,53;3,97;;;;6,66;6,70;0,04;;;-36,38;-3,97;0,01;-96,45;58,58;-100,39;-0,61;0,61;0,00;;;;-1,55;1,49;;101.562.296,00
IGACU;10,11;;6,77;-6,53;3,97;;;;6,65;6,70;0,04;;;-36,34;-3,97;0,01;-96,45;58,58;-100,39;-0,61;0,61;0,00;;;;-1,55;1,49;;101.562.296,00
IGACW;0,00;;;;;;;;;6,70;0,04;;;;;0,01;-96,45;58,58;-100,39;-0,61;0,61;0,00;;;;-1,55;1,49;;101.562.296,00
IGD;5,07;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IGI;16,20;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IGIC;10,61;0,47;7,45;1,26;0,34;38,58;21,09;18,44;;3,70;-2,81;-0,54;1,37;2,61;-0,62;1,40;16,87;4,55;19,28;0,27;0,73;0,25;;;;8,45;1,43;;494.826.156,00
IGICW;0,96;;0,67;0,11;0,03;38,58;21,09;18,44;;3,70;-2,81;-0,54;0,12;0,24;-0,06;1,40;16,87;4,55;19,28;0,27;0,73;0,25;;;;8,45;1,43;;494.826.156,00
IGMS;7,19;;-1,79;1,62;0,87;100,00;-13.995,76;-14.007,47;-1,79;-0,13;1,65;-1,50;250,49;1,17;-5,31;9,07;-90,62;-48,76;-90,62;0,54;0,46;0,00;;;;4,43;-4,02;;419.065.726,00
IGR;5,23;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IGT;31,36;2,55;39,55;3,44;0,57;46,94;21,34;3,87;;13,70;6,52;3,13;1,53;6,14;-0,77;1,56;8,70;1,45;8,79;0,17;0,83;0,37;-3,07;;;9,12;0,79;;6.289.200.200,00
IH;2,97;;-83,57;1,57;0,93;69,91;-2,22;-1,23;;-15,14;31,32;-1,06;1,03;1,81;-11,62;2,27;-1,88;-1,11;-4,24;0,59;0,41;0,90;;;;1,89;-0,04;;156.946.086,00
IHC;57,01;;7,97;1,48;0,69;51,45;7,11;17,40;15,60;19,31;-0,19;-0,01;1,39;-26,25;-0,70;0,20;18,59;8,70;5,15;0,47;0,53;0,50;-3,50;-8,81;;38,47;7,15;;836.616.049,00
IHD;5,08;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IHG;75,78;;;;;;;;;;;;;;;1,27;0,00;0,00;;-0,31;1,31;0,00;-0,91;-6,98;;-8,80;0,00;;12.733.675.110,00
IHIT;7,33;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IHRT;3,52;;-0,38;-1,24;0,07;61,41;-24,87;-34,77;-1,00;-5,92;-5,39;;0,13;0,85;-0,09;1,83;-323,15;-19,15;-19,57;-0,06;1,06;0,55;1,75;;;-2,86;-9,25;;514.479.096,00
IHS;7,30;;-9,44;1,55;0,38;40,70;19,78;-15,06;3,22;14,48;7,30;1,57;1,42;-158,33;-0,49;0,99;-16,38;-4,07;7,09;0,25;0,75;0,27;;;;4,76;-0,78;;2.459.277.760,00
IHTA;7,08;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IIAC.U;10,73;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IID;5,58;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IIF;22,27;;;;;;;;;;;;;;;;;;;;;;;;;;;;
III;4,95;3,34;15,31;2,32;1,00;39,43;9,05;5,29;7,26;11,17;2,22;0,58;0,81;3,27;-1,91;2,86;15,14;6,56;11,38;0,43;0,57;1,24;1,21;;;2,13;0,32;;239.875.038,00
IIIIU;10,08;;;;;;;;;0,10;0,10;;;;;0,13;-62,06;3,06;-67,26;-0,05;0,05;0,00;;;;;;;0,00
IIIN;32,61;12,52;5,62;1,76;1,50;21,19;17,91;13,86;;4,06;-0,29;-0,12;0,78;2,61;-4,68;6,42;31,33;26,67;31,30;0,85;0,15;1,92;16,28;40,85;;18,56;5,82;;634.668.716,00
IIIV;22,73;;-59,46;2,36;0,60;77,72;5,69;-2,46;9,10;44,51;18,82;1,73;1,46;-1.694,01;-0,67;1,00;-3,97;-1,01;2,02;0,25;0,75;0,41;3,90;;;9,57;-0,38;;525.142.953,00
IIM;11,49;;;;;;;;;;;;;;;;;;;;;;;;;;;;
IIN;24,24;;-152,67;2,41;1,78;25,33;-1,01;-1,17;52,57;-160,44;16,83;-0,23;1,78;4,28;-4,52;3,20;-1,58;-1,17;-1,42;0,74;0,26;1,00;12,66;;;10,06;-0,16;;225.487.752,00
IIVI;227,08;5,28;-541,53;5,67;2,11;33,06;3,79;-1,13;39,36;181,32;19,22;0,67;6,14;12,93;-2,77;3,08;-1,05;-0,39;1,53;0,37;0,47;0,34;27,82;19,76;;40,03;-0,42;;29.718.958.752,00
IIVIP;188,10;3,19;-448,57;4,70;1,74;33,06;3,79;-1,13;32,60;181,32;19,22;0,67;5,08;10,71;-2,30;3,08;-1,05;-0,39;1,53;0,37;0,47;0,34;27,82;19,76;;40,03;-0,42;;29.718.958.752,00
IKNX;33,90;;-155,13;6,60;5,43;33,75;-1,76;-2,66;146,35;-228,82;5,23;-0,15;4,12;22,27;-9,37;2,37;-4,25;-3,50;-3,09;0,82;0,18;1,32;-5,22;;;5,14;-0,22;;67.172.850,00
ILMN;158,21;;-1.324,47;2,41;1,63;67,56;-19,14;-0,40;;-27,10;0,93;-0,08;5,36;2.516,50;-2,00;1,00;-0,18;-0,12;-8,48;0,68;0,32;0,30;13,55;10,48;;65,98;-0,12;;25.164.951.000,00
IMAB;1,85;;-1,73;0,21;0,17;100,00;-1.387,61;-4.161,66;-5,73;17,50;22,70;-0,94;72,12;0,24;-1,20;7,66;-12,39;-10,09;-4,13;0,81;0,19;0,00;;;;8,66;-1,07;;153.679.338,00
IMAC;1,01;;-2,28;1,79;1,11;100,00;-73,23;-76,98;-2,92;-2,04;0,36;-0,27;1,76;18,58;-1,53;1,27;-78,24;-48,40;-73,33;0,62;0,38;0,63;;;;0,57;-0,44;;26.750.052,00
IMACW;0,00;;;;;100,00;-73,23;-76,98;;-2,04;0,36;-0,27;;;;1,27;-78,24;-48,40;-73,33;0,62;0,38;0,63;;;;0,57;-0,44;;26.750.052,00
IMAX;18,75;;229,12;3,78;1,25;53,59;8,58;1,27;11,41;39,23;5,33;0,59;2,91;-62,11;-2,89;0,97;1,65;0,55;3,32;0,33;0,67;0,43;-4,61;;;4,96;0,08;;1.023.034.473,00
IMBI;0,11;;-0,06;0,09;0,01;38,93;-5,05;-8,42;0,23;-6,08;-5,97;5,14;0,01;-0,08;-0,01;0,85;-143,54;-11,08;-13,42;0,08;0,92;1,32;-3,72;;;1,23;-1,76;;3.180.848,00
IMCC;0,81;;-0,29;0,07;0,05;22,82;-68,54;-55,77;;-0,42;-0,19;0,06;0,16;1,35;-0,07;1,18;-25,63;-18,03;-29,60;0,70;0,30;0,32;;;;10,50;-2,69;;10.313.457,00
IMGN;15,39;;-20,80;7,71;5,30;99,10;-93,17;-96,02;-21,65;-18,61;2,83;-1,02;19,97;6,58;-84,04;7,14;-37,08;-25,48;-31,75;0,69;0,31;0,27;-1,18;;;1,97;-0,73;;3.786.429.114,00
IMKTA;81,43;0,81;6,77;1,10;0,64;24,31;5,64;3,96;3,51;5,61;0,84;0,19;0,27;2,65;-1,02;2,86;16,22;9,49;12,74;0,58;0,42;2,39;7,25;38,32;;74,09;12,02;;1.546.903.936,00
IMMP;1,85;;-98,83;3,76;2,99;100,00;-101,91;-129,01;-125,11;-100,21;24,90;-0,75;127,49;4,00;-16,07;11,94;-3,81;-3,02;-2,81;0,79;0,21;0,02;0,53;;;0,50;-0,02;;167.017.741,00
IMMR;7,08;2,68;6,75;1,38;1,16;100,00;81,39;88,59;7,36;2,58;-4,77;-0,90;5,98;1,64;-6,01;8,11;20,43;17,18;17,11;0,84;0,16;0,19;1,90;;;5,14;1,05;;228.592.235,00
IMNM;6,31;;-2,98;8,35;1,88;100,00;-394,54;-394,54;;-1,51;1,47;-4,11;11,77;5,94;-40,85;1,50;-280,00;-63,10;-280,00;0,23;0,77;0,16;;;;0,77;-2,14;;77.973.975,00
IMOS;23,73;6,26;6,50;0,99;0,56;26,47;20,30;13,37;;4,83;0,55;0,13;0,87;2,62;-0,91;2,23;15,17;8,61;13,32;0,57;0,43;0,64;4,88;3,55;;23,93;3,63;;857.779.580,00
IMPX;9,39;;53,11;-14,42;1,17;;;;53,11;54,38;1,27;;;-59,89;-1,17;0,06;-27,15;2,20;-42,17;-0,08;0,08;0,00;;;;-0,65;0,18;;469.500.000,00
IMRA;6,32;;111,42;1,84;1,80;;;;72,21;49,24;-55,96;-0,98;;1,89;-71,37;48,98;1,65;1,62;1,65;0,98;0,02;0,00;;;;3,44;0,06;;165.798.248,00
IMRN;1,92;;;;;;;;;;;-0,95;;;;15,76;0,00;0,00;;0,93;0,07;0,00;-13,26;;;2,95;0,00;;10.934.400,00
IMRNW;0,07;;;;;;;;;;;-0,95;;;;15,76;0,00;0,00;;0,93;0,07;0,00;-13,26;;;2,95;0,00;;10.934.400,00
IMTE;0,27;;;;;;;;;;;0,08;;;;0,34;0,00;0,00;;0,56;0,44;0,00;-39,78;;;0,51;0,00;;5.585.706,00
IMTX;12,17;;38,60;7,42;2,52;100,00;8,74;16,00;;50,42;-20,20;-2,12;6,18;4,17;-28,72;2,95;19,22;6,52;9,59;0,34;0,66;0,41;;;;1,65;0,32;;986.482.233,00
IMTXW;3,75;;11,95;2,30;0,78;100,00;8,74;16,00;;50,42;-20,20;-2,12;1,91;1,29;-8,90;2,95;19,22;6,52;9,59;0,34;0,66;0,41;;;;1,65;0,32;;986.482.233,00
IMUX;1,68;;-0,59;1,07;0,84;;;;-0,59;0,02;0,61;-1,12;;1,09;-34,04;4,74;-183,26;-143,08;-183,26;0,78;0,22;0,00;;;;1,55;-2,85;;74.474.318,00
IMV;0,82;;-0,23;3,98;0,24;100,00;-30.977,78;-31.572,59;;-0,19;0,04;-0,73;71,14;0,35;-2,38;4,19;-1.764,93;-105,26;-131,57;0,06;0,94;0,00;17,64;;;0,21;-3,64;;9.603.512,00
IMVT;20,86;;-11,03;8,99;7,68;;;;-11,02;-9,67;1,35;-1,10;;9,03;-2.234,52;6,82;-81,54;-69,62;-81,78;0,85;0,15;0,00;;;;2,29;-1,87;;2.697.063.888,00
IMXI;17,35;;10,94;4,13;1,15;100,00;14,13;9,33;6,33;8,99;1,77;1,01;1,02;2,75;-4,53;2,29;37,71;10,54;14,50;0,28;0,72;1,13;20,47;;;4,26;1,61;;622.299.531,00
INAQ;10,58;;9,94;-12,74;3,04;;;;8,95;8,85;-0,09;;;-955,29;-3,20;0,94;-128,26;30,62;-135,37;-0,24;0,28;0,00;;;;-0,83;1,06;;93.618.188,00
INAQU;10,50;;9,86;-12,65;3,02;;;;8,88;8,85;-0,09;;;-948,06;-3,18;0,94;-128,26;30,62;-135,37;-0,24;0,28;0,00;;;;-0,83;1,06;;93.618.188,00
INAQW;0,02;;0,02;-0,02;0,01;;;;0,02;8,85;-0,09;;;-1,81;-0,01;0,94;-128,26;30,62;-135,37;-0,24;0,28;0,00;;;;-0,83;1,06;;93.618.188,00
INBK;19,24;1,24;7,91;0,47;0,04;0,00;21,13;11,06;3,94;-3,82;-7,95;-0,91;0,87;;-0,04;;5,99;0,45;4,15;0,08;0,92;0,04;13,35;18,48;;40,79;2,45;;168.507.342,00
INBKL;25,25;;10,33;0,62;0,05;0,00;21,13;11,06;5,14;-3,82;-7,95;-0,91;1,14;;-0,05;;5,99;0,45;4,15;0,08;0,92;0,04;13,35;18,48;;40,79;2,45;;168.507.342,00
INBKZ;20,26;7,40;8,29;0,50;0,04;0,00;21,13;11,06;4,13;-3,82;-7,95;-0,91;0,92;;-0,04;;5,99;0,45;4,15;0,08;0,92;0,04;13,35;18,48;;40,79;2,45;;168.507.342,00
INBX;19,28;;-4,84;-33,60;3,91;100,00;-24.398,83;-28.749,25;-5,94;-5,79;-0,08;;1.391,70;4,85;-84,64;6,49;-694,05;-80,78;-81,35;-0,12;1,12;0,00;;;;-0,57;-3,94;;833.625.938,00
INCY;64,61;;39,51;3,05;2,33;93,20;15,97;10,43;22,79;19,76;-6,04;-0,72;4,12;4,60;-7,45;3,81;7,73;5,90;7,73;0,76;0,24;0,57;17,18;;;21,16;1,64;;14.480.547.174,00
INDB;53,08;4,06;8,60;0,82;0,12;0,00;44,42;31,75;5,65;-0,62;-6,77;-0,90;2,73;;-0,12;;9,56;1,41;8,10;0,15;0,85;0,04;16,03;24,78;;64,69;6,18;;2.347.120.572,00
INFI;0,08;;-0,17;-0,26;0,24;100,00;-1.601,72;-1.608,46;-0,17;0,43;0,60;;2,72;0,43;-4,57;2,51;-151,75;-143,49;151,11;-0,95;1,95;0,09;-15,45;;;-0,31;-0,47;;7.260.888,00
INFN;3,94;;-11,91;5,04;0,54;34,06;-1,87;-4,83;14,98;-47,05;-16,35;2,68;0,58;2,11;-1,69;1,61;-42,33;-4,56;-5,90;0,11;0,89;0,94;16,26;;;0,79;-0,34;;905.425.962,00
INFO;108,61;;35,92;4,57;2,56;63,33;33,53;25,91;20,18;30,54;2,79;0,46;9,31;-49,40;-2,87;0,68;12,72;7,13;10,09;0,56;0,44;0,28;11,24;51,18;;23,78;3,02;;43.344.122.244,00
INFY;17,32;2,39;24,21;7,26;4,59;30,83;21,59;16,90;18,27;18,08;-0,87;-0,33;4,09;15,52;-11,16;2,01;30,00;18,95;27,16;0,63;0,37;1,12;10,73;3,71;;2,39;0,72;;71.722.275.935,00
ING;14,44;6,08;12,17;0,85;0,05;100,00;0,00;78,75;;;;-2,97;9,58;0,58;-0,49;1,10;6,96;0,37;;0,05;0,95;0,00;23,26;14,55;;17,08;1,19;;51.416.259.682,00
INGN;6,01;;-1,44;0,51;0,37;39,24;-27,44;-27,57;-1,84;0,33;1,78;-0,62;0,40;0,66;-1,32;4,53;-35,04;-25,72;-35,04;0,73;0,27;0,93;8,63;;;11,85;-4,15;;138.935.055,00
INGR;102,56;2,76;11,84;2,01;0,89;20,12;10,49;6,99;6,30;10,43;2,55;0,65;0,83;4,27;-1,58;1,93;17,00;7,55;11,66;0,44;0,54;1,08;4,94;-1,06;;51,06;8,68;;6.793.941.888,00
INM;0,84;;-0,18;0,23;0,19;3,55;-660,98;-661,50;-0,19;0,44;0,62;-0,78;1,19;0,29;-0,97;5,22;-124,95;-105,08;-124,95;0,84;0,16;0,16;;;;3,72;-4,65;;2.795.688,00
INMB;7,53;;-5,12;2,69;1,95;100,00;-9.532,26;-9.532,26;-5,16;-3,88;1,24;-0,65;487,68;3,44;-7,95;4,03;-52,50;-38,15;-40,62;0,73;0,27;0,00;;;;2,81;-1,48;;136.063.835,00
INMD;37,77;;17,88;6,21;5,45;83,92;44,55;40,93;;13,89;-2,53;-0,96;7,32;6,24;-210,34;9,74;34,72;30,48;34,77;0,88;0,12;0,74;53,41;78,88;;6,11;2,12;;3.155.309.956,00
INO;0,42;;-0,46;0,55;0,41;100,00;-2.354,18;-2.371,71;-0,46;0,41;0,87;-1,04;10,80;0,61;-3,36;4,24;-121,17;-90,55;-111,13;0,75;0,25;0,04;-24,64;;;0,74;-0,90;;109.910.709,00
INOD;14,13;;-37,02;22,59;8,47;33,47;-12,92;-14,66;-71,77;-41,66;0,35;-0,19;5,43;179,07;-16,22;1,11;-61,01;-22,87;-43,24;0,37;0,63;1,56;5,33;;;0,65;-0,40;;415.990.890,00
INOV;41,06;;126,40;8,31;3,21;73,12;12,89;6,73;29,28;74,27;8,29;1,04;8,50;29,83;-3,94;2,40;6,57;2,54;5,29;0,39;0,61;0,38;8,83;-19,31;;4,94;0,32;;6.374.413.078,00
INPX;0,16;;-0,17;1,50;0,39;71,70;-374,51;-399,38;-0,21;-0,17;0,00;-0,04;0,67;50,56;-1,84;1,01;-898,58;-230,90;-296,03;0,26;0,74;0,58;37,61;;;0,11;-0,96;;11.526.960,00
INSE;12,34;;15,75;-5,96;1,03;74,28;16,85;7,08;3,70;11,91;5,28;;1,12;5,88;-1,73;1,75;-37,87;6,51;19,72;-0,17;1,17;0,92;18,42;;;-2,07;0,78;;324.466.912,00
INSG;0,62;;-1,79;-1,02;0,47;31,29;-13,96;-17,85;-12,89;-6,93;-4,64;;0,32;3,16;-0,96;1,41;-57,07;-26,29;-35,62;-0,46;1,46;1,47;2,27;;;-0,61;-0,35;;72.461.260,00
INSI;15,30;;;;;;;;;;;;;;;;;;;;;;;;;;;;
INSM;21,60;;-4,46;-19,92;2,16;78,86;-235,24;-258,22;-5,04;-5,29;-0,40;;11,52;3,66;-8,02;5,15;-446,78;-48,35;-62,61;-0,11;1,11;0,19;;;;-1,08;-4,84;;3.103.204.000,00
INSP;219,34;;-157,85;12,25;10,49;83,64;-7,53;-7,81;-173,90;-151,86;11,79;-0,88;12,32;13,14;-111,45;8,40;-7,76;-6,64;-7,64;0,86;0,14;0,85;70,19;;;18,04;-1,40;;6.483.189.700,00
INSW;44,49;12,06;3,30;1,34;0,82;100,00;62,89;57,03;2,55;3,99;1,00;0,45;1,88;6,96;-1,04;2,26;40,63;24,79;27,92;0,61;0,39;0,43;24,41;;;33,14;13,46;;2.173.142.720,00
INT;22,83;1,84;12,82;0,71;0,19;1,90;0,46;0,19;3,77;8,08;2,83;0,38;0,02;3,08;-0,49;1,11;5,51;1,48;8,13;0,27;0,73;7,90;11,87;;;32,32;1,78;;1.418.407.353,00
INTA;34,71;;-29,52;8,86;4,56;67,52;-24,57;-23,97;-37,73;-28,14;0,66;-0,20;7,08;-32,98;-6,54;0,69;-30,03;-15,43;-31,59;0,51;0,49;0,64;;;;3,93;-1,18;;2.348.236.904,00
INTC;33,38;2,92;17,54;1,39;0,77;42,61;4,23;12,71;;57,79;5,14;0,14;2,23;7,70;-1,07;1,57;7,90;4,40;1,69;0,56;0,44;0,35;0,09;-3,55;;24,22;1,91;;140.591.160.000,00
INTG;34,31;;-27,45;-1,20;0,61;26,46;13,58;-4,58;5,70;31,51;22,25;;1,26;;-0,61;;-4,38;-2,21;4,81;-0,50;1,50;0,48;-7,31;;;-28,53;-1,25;;75.705.015,00
INTR;4,55;;-663,20;1,26;0,22;68,00;0,00;-0,55;124,44;;;-0,58;3,67;-4,02;-0,54;0,92;-0,19;-0,03;;0,17;0,83;0,06;;;;3,60;-0,01;;1.820.485.143,00
INTU;517,30;0,60;65,22;8,30;5,05;79,62;22,08;15,91;37,19;47,75;0,75;0,13;10,38;65,36;-6,56;1,51;12,73;7,74;10,13;0,61;0,39;0,49;19,62;15,97;;62,82;7,99;;146.023.127.580,00
INTZ;0,70;;-0,96;-1,83;3,11;56,98;-198,34;-241,45;-1,43;-1,96;-0,79;;2,31;-1,29;-4,09;0,09;-191,45;-324,67;-540,89;-1,70;2,70;1,34;1,87;;;-0,38;-0,73;;16.193.800,00
INVA;13,14;;3,67;1,54;0,76;88,60;98,69;80,35;2,70;3,93;0,95;0,49;2,95;3,01;-1,08;8,21;42,04;20,87;21,50;0,50;0,50;0,26;8,81;9,78;;8,53;3,58;;855.387.720,00
INVE;8,18;;-63,58;2,57;1,71;36,20;-2,33;-2,60;-860,60;-62,72;8,25;-0,30;1,65;3,89;-6,29;2,53;-4,04;-2,69;-3,75;0,67;0,33;1,03;13,40;;;3,21;-0,13;;191.052.148,00
INVO;1,49;;-0,34;41,20;0,59;66,34;-1.031,98;-1.059,58;-0,37;-0,17;0,18;-21,10;3,60;-2,21;-1,09;0,63;-12.125,00;-173,47;-2.480,91;0,01;0,99;0,16;23,86;;;0,04;-4,36;;3.625.556,00
INZY;4,96;;-4,54;2,92;2,04;;;;-4,40;-2,94;1,60;-1,03;;2,34;-41,96;11,89;-64,31;-44,99;-49,39;0,70;0,30;0,00;;;;1,71;-1,10;;308.031.203,00
IO;0,34;;-0,23;-0,15;0,05;32,41;-19,38;-42,05;;-5,86;-5,37;;0,10;-0,24;-0,09;0,64;-66,79;-23,22;-46,87;-0,35;1,35;0,55;-11,15;;;-2,24;-1,50;;10.069.780,00
IONQ;15,30;;-27,27;5,92;5,37;72,08;-694,48;-694,48;-27,83;-23,96;3,30;-0,72;189,35;8,43;-16,71;16,56;-21,73;-19,71;-21,73;0,91;0,09;0,03;;;;2,58;-0,56;;3.099.709.620,00
IONS;40,78;;-18,88;13,62;1,96;98,56;-38,14;-49,01;-26,00;-19,81;4,45;-2,50;9,25;2,50;-16,46;9,09;-72,15;-10,40;-15,38;0,14;0,86;0,21;2,70;;;2,99;-2,16;;5.833.376.340,00
IOSP;105,97;1,26;20,87;2,41;1,64;30,08;8,78;6,27;12,24;13,97;-0,94;-0,15;1,31;5,38;-3,48;2,34;11,56;7,84;11,66;0,68;0,32;1,25;8,49;16,57;;43,92;5,08;;2.635.298.680,00
IOVA;6,04;;-3,57;2,59;1,98;-761,34;-176.181,51;-175.981,09;-3,78;-2,97;0,60;-0,43;6.288,11;8,04;-3,10;3,10;-72,39;-55,31;-72,43;0,76;0,24;0,00;;;;2,34;-1,69;;1.496.571.268,00
IP;34,37;5,37;11,45;1,42;0,50;28,35;6,99;5,14;4,94;13,72;5,30;0,89;0,59;4,95;-0,69;1,59;12,38;4,39;6,42;0,35;0,65;0,85;-0,54;-6,85;;24,29;3,01;;11.912.749.013,00
IPAR;135,55;1,66;29,56;6,50;3,22;63,80;19,96;12,13;16,34;17,91;-0,06;-0,02;3,59;9,02;-8,23;2,41;22,01;10,88;22,59;0,49;0,51;0,90;12,94;23,80;;20,90;4,60;;4.346.137.144,00
IPDN;2,60;;-10,14;12,47;4,41;45,57;-40,29;-36,14;-11,23;-8,80;0,29;-0,40;3,66;-19,47;-7,26;0,63;-123,04;-43,50;-137,30;0,35;0,65;1,20;-12,36;;;0,22;-0,27;;30.095.064,00
IPG;32,31;3,69;13,32;3,40;0,73;15,99;12,97;8,70;7,26;9,98;1,04;0,40;1,16;43,84;-1,48;1,03;25,51;5,50;17,03;0,22;0,78;0,63;3,85;11,09;;9,58;2,44;;12.525.775.138,00
IPGP;105,41;;47,02;2,07;1,85;36,93;13,28;7,73;19,08;21,32;-6,03;-0,46;3,63;2,93;-6,44;8,43;4,41;3,92;4,43;0,89;0,11;0,51;0,29;-20,57;;50,64;2,23;;4.975.429.680,00
IPHA;2,70;;;;;;;;;;;-0,99;;;;1,73;0,00;0,00;;0,40;0,60;0,00;3,09;;;1,58;0,00;;225.371.554,00
IPHI;172,27;;-154,76;26,14;9,17;54,34;-2,94;-8,75;67,49;-475,51;-14,79;0,84;13,54;44,16;-15,20;2,10;-16,89;-5,93;-3,00;0,35;0,65;0,68;28,79;;;6,59;-1,11;;9.246.199.129,86
IPI;25,86;;13,16;0,47;0,43;27,20;11,90;8,37;4,52;8,74;-0,52;-0,03;1,10;2,95;-0,53;4,02;3,57;3,25;3,57;0,91;0,09;0,39;13,67;;;55,16;1,97;;340.908.750,00
