TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
EEA;8,32;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EEFT;85,64;;15,80;3,10;0,82;40,14;11,96;7,71;7,69;9,77;-0,41;-0,12;1,22;3,55;-2,56;1,52;19,66;5,20;10,13;0,26;0,74;0,67;8,32;8,05;;27,83;5,47;;4.291.556.706,00
EEX;4,02;;7,37;-3,74;0,24;63,84;47,42;9,38;1,08;2,60;1,15;;0,69;2,83;-0,33;1,39;-50,67;3,19;44,58;-0,06;0,60;0,34;-0,94;9,84;;-1,07;0,54;;252.136.369,00
EFC;13,29;13,52;29,41;0,68;0,06;100,00;262,23;25,89;2,90;15,98;13,08;3,08;7,61;;-0,06;;2,33;0,22;5,34;0,09;0,91;0,01;17,45;;;19,44;0,45;;905.307.601,00
EFF;16,33;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EFL;8,63;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EFOI;1,89;;-0,75;2,24;0,77;-5,69;-163,20;-181,74;-0,89;-1,01;-0,17;0,46;1,37;2,40;-5,60;1,59;-297,50;-102,07;-170,95;0,34;0,66;0,56;-21,36;;;0,85;-2,52;;6.605.550,00
EFR;12,15;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EFSC;39,11;2,48;6,93;0,91;0,11;0,00;41,19;29,89;4,71;-2,69;-7,72;-1,39;2,07;;-0,11;;13,06;1,52;11,77;0,12;0,88;0,05;19,37;33,33;;43,29;5,65;;1.465.082.879,00
EFT;12,11;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EFX;199,44;0,78;46,89;5,87;2,13;55,55;18,28;10,36;16,21;32,52;5,95;1,31;4,86;110,16;-2,41;1,20;12,51;4,55;7,59;0,36;0,64;0,44;8,78;3,46;;34,15;4,27;;24.586.972.035,00
EGAN;6,42;;-98,90;3,27;1,72;71,89;-0,30;-2,11;71,67;-409,27;275,64;-1,31;2,09;4,38;-9,78;1,91;-3,30;-1,74;-3,30;0,53;0,47;0,83;9,57;;;1,94;-0,06;;202.048.192,00
EGBN;24,24;7,41;6,08;0,58;0,07;0,00;37,14;24,06;3,71;-0,17;-4,11;-0,61;1,46;;-0,07;;9,62;1,08;4,20;0,11;0,89;0,04;4,87;7,05;;41,53;3,99;;726.414.311,00
EGF;9,75;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EGHT;3,03;;-5,82;3,47;0,44;68,97;-7,92;-8,44;10,22;-11,86;-5,66;3,16;0,49;9,53;-0,66;1,16;-59,53;-7,54;-10,87;0,13;0,87;0,89;20,20;;;0,87;-0,52;;363.435.471,00
EGLE;41,63;7,34;3,43;0,69;0,35;100,00;25,43;22,40;1,80;5,70;2,68;0,61;0,77;5,40;-0,42;1,66;19,99;10,26;12,38;0,51;0,49;0,46;24,90;;;61,25;12,25;;417.040.440,00
EGO;9,19;;-4,32;0,59;0,42;47,86;13,68;-49,40;;17,20;1,60;0,06;2,13;4,52;-0,48;3,61;-13,61;-9,75;-1,50;0,72;0,28;0,20;17,38;;;15,58;-2,12;;1.858.113.328,00
EGOV;34,00;;33,66;7,88;4,97;35,99;19,07;14,90;22,62;23,60;-2,69;-0,81;5,01;8,96;-47,39;2,63;23,40;14,77;23,40;0,63;0,37;0,99;9,51;10,52;;4,32;1,01;;2.308.770.340,00
EGRX;16,60;;18,00;0,85;0,53;69,84;13,69;4,64;;7,65;1,56;0,22;0,84;2,14;-0,99;2,16;4,74;2,95;5,60;0,62;0,38;0,64;5,99;-7,26;;19,41;0,92;;215.064.720,00
EGY;4,54;4,84;11,22;1,06;0,59;66,54;37,24;11,80;2,37;3,81;0,26;0,08;1,32;15,86;-0,75;1,21;9,49;5,24;8,39;0,55;0,45;0,44;35,69;39,99;;4,27;0,41;;484.464.890,00
EH;17,82;;-21,58;30,60;15,35;63,34;-751,78;-756,65;;-21,01;0,71;-1,00;163,26;30,70;-115,45;2,36;-141,83;-71,13;-138,23;0,50;0,50;0,09;5,55;;;0,58;-0,83;;1.080.421.825,00
EHC;69,46;0,86;22,23;4,73;1,19;94,22;15,39;6,86;7,15;13,56;3,65;1,74;1,53;41,30;-1,39;1,26;21,28;5,36;13,96;0,25;0,74;0,78;2,13;-0,01;;14,72;3,13;;6.979.070.604,00
EHI;7,17;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EHT;9,84;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EHTH;8,02;;-3,23;0,38;0,21;99,53;-17,57;-17,93;-4,79;-1,50;1,79;-0,20;0,58;0,65;-0,34;8,72;-11,64;-6,64;-11,27;0,57;0,16;0,37;16,28;;;21,39;-2,49;;225.833.952,00
EIC;14,05;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EIDX;128,44;;;;;100,00;-77.648,82;-79.392,91;;1,31;1,31;-1,05;;;;11,10;-82,07;-62,49;-70,00;0,76;0,24;0,00;;;;;;;0,00
EIG;38,94;5,96;8,18;1,07;0,28;19,94;18,83;14,71;5,52;5,87;-0,52;-0,09;1,20;;-0,28;;13,10;3,45;13,87;0,26;0,74;0,23;-2,30;-13,72;;36,51;4,78;;1.019.615.856,00
EIGI;9,49;;72,38;6,04;0,51;57,15;15,88;1,69;4,32;16,18;8,49;6,67;1,22;-5,53;-0,58;0,56;8,34;0,71;7,82;0,08;0,92;0,42;;;;1,57;0,13;;1.344.859.463,74
EIGR;0,86;;-0,38;1,04;0,37;87,64;-618,73;-649,19;-0,40;-0,02;0,38;-1,00;2,46;0,50;-15,87;4,04;-275,03;-97,67;-122,81;0,36;0,64;0,15;;;;0,80;-2,19;;36.766.012,00
EIX;69,81;4,16;26,70;1,70;0,34;37,70;14,70;5,85;4,86;23,81;13,18;2,11;1,56;-19,02;-0,37;0,84;6,36;1,26;5,02;0,20;0,80;0,22;6,93;4,29;;41,20;2,62;;26.837.881.776,00
EKSO;0,99;;-0,82;0,74;0,39;48,51;-100,79;-102,52;-0,91;-0,39;0,45;-0,40;0,84;0,91;-1,43;2,44;-90,42;-47,38;-65,83;0,52;0,48;0,46;11,92;;;1,29;-1,17;;13.254.720,00
EL;156,34;1,64;51,48;9,56;2,47;72,06;10,66;6,88;23,21;34,30;1,09;0,31;3,54;15,83;-4,90;1,46;18,56;4,80;9,74;0,26;0,71;0,70;8,45;13,86;;16,43;3,05;;56.164.609.416,00
ELAN;12,17;;-53,28;0,81;0,38;57,26;3,61;-2,61;7,16;75,10;36,51;0,77;1,39;2,54;-0,50;2,84;-1,52;-0,72;1,09;0,47;0,53;0,27;8,83;;;15,06;-0,23;;6.020.495.832,00
ELAT;21,37;5,85;-93,17;1,42;0,67;57,26;3,61;-2,61;12,52;75,10;36,51;0,77;2,43;4,45;-0,87;2,84;-1,52;-0,72;1,09;0,47;0,53;0,27;8,83;;;15,06;-0,23;;6.020.495.832,00
ELC;21,39;;;;;35,26;22,04;14,62;;7,30;7,30;0,87;;;;1,33;7,93;2,98;5,81;0,38;0,62;0,20;8,07;21,99;;;;;0,00
ELF;123,21;;67,44;14,30;10,25;68,39;15,86;14,87;52,28;62,53;-0,73;-0,16;10,03;25,88;-23,47;3,38;21,21;15,21;19,01;0,72;0,28;1,02;16,70;31,71;;8,66;1,84;;6.746.170.324,00
ELOX;4,82;;-0,42;-0,79;1,79;;;;-0,44;-0,44;-0,01;;;-0,99;-16,20;0,33;-188,27;-426,04;287,43;-2,26;3,26;0,00;;;;-5,92;-11,14;;12.910.632,00
ELP;8,81;1,56;42,31;6,15;2,61;18,44;22,55;13,32;;26,28;1,29;0,32;5,64;49,93;-3,29;1,34;14,54;6,18;14,83;0,43;0,57;0,46;-8,11;-33,68;;1,43;0,21;;26.183.857.582,00
ELSE;4,13;;217,81;1,06;1,00;52,55;0,46;0,73;83,28;112,16;-233,15;-0,72;1,58;1,17;-11,25;15,75;0,49;0,46;0,12;0,94;0,06;0,63;2,86;-19,46;;3,90;0,02;;14.157.640,00
ELTK;8,33;2,04;9,17;2,43;1,23;19,34;5,12;14,78;;23,74;-2,75;-0,25;1,36;3,61;-2,87;2,46;26,52;13,37;-5,91;0,50;0,50;0,90;3,90;;;3,42;0,91;;49.263.620,00
ELVT;1,86;;-0,86;0,35;0,07;30,46;-4,58;-13,64;228,59;-23,81;-21,25;2,86;0,12;0,54;-0,95;1,17;-40,06;-8,59;-3,75;0,21;0,79;0,63;-6,42;;;5,38;-2,15;;58.518.018,00
ELY;21,33;;26,31;1,04;0,48;59,97;7,16;4,02;6,89;18,48;3,70;0,26;1,06;12,91;-0,58;1,29;3,95;1,84;5,06;0,46;0,54;0,46;29,18;11,14;;20,50;0,81;;3.942.801.441,00
ELYS;0,42;;-0,93;2,07;0,69;100,00;-45,50;-41,98;-0,94;-0,71;0,15;-0,36;0,39;-3,22;-0,97;0,58;-223,07;-74,08;-251,39;0,33;0,67;1,76;13,29;;;0,21;-0,46;;16.689.504,00
EMCF;31,60;1,96;8,50;1,22;0,08;0,00;33,00;25,24;5,28;-3,37;-9,88;-1,85;2,15;;-0,08;;14,32;0,98;11,85;0,07;0,93;0,04;8,74;20,60;;25,95;3,72;;86.432.320,00
EMD;8,98;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EME;223,31;0,30;21,75;4,97;1,78;15,32;5,83;4,13;13,21;15,04;-0,38;-0,12;0,90;12,24;-5,02;1,29;22,86;8,20;21,10;0,36;0,64;1,98;7,58;12,32;;44,92;10,27;;10.531.844.400,00
EMF;11,92;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EMKR;0,57;;-0,89;0,38;0,23;11,56;-47,51;-47,96;-1,03;-0,63;0,27;-0,11;0,43;0,64;-0,49;2,98;-42,64;-25,76;-38,21;0,60;0,40;0,54;0,20;;;1,48;-0,63;;42.985.880,00
EML;18,10;2,43;11,93;0,89;0,43;20,24;4,75;3,54;;13,15;4,25;0,43;0,42;1,44;-0,83;2,67;7,47;3,62;6,01;0,48;0,52;1,02;6,46;19,52;;20,30;1,52;;112.913.230,00
EMN;83,41;3,77;13,90;1,86;0,67;20,68;9,87;7,21;6,73;15,34;5,19;0,95;1,00;11,13;-0,89;1,32;13,41;4,79;8,45;0,36;0,64;0,66;2,07;-10,54;;44,54;5,97;;9.841.308.657,00
EMO;31,07;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EMP;21,64;;;;;39,14;19,14;11,77;;7,02;7,02;1,11;;;;0,57;9,76;3,30;6,15;0,34;0,66;0,28;6,27;12,43;;;;;0,00
EMPW;9,80;;;;;;;;;;;-0,21;;;;0,45;0,00;0,00;;0,02;0,98;0,00;;;;0,16;0,00;;306.250.000,00
EMPW.U;10,49;;;;;;;;;;;-0,21;;;;0,45;0,00;0,00;;0,02;0,98;0,00;;;;0,16;0,00;;306.250.000,00
EMPW.WS;1,91;;;;;;;;;;;-0,21;;;;0,45;0,00;0,00;;0,02;0,98;0,00;;;;0,16;0,00;;306.250.000,00
EMR;98,08;2,11;4,26;2,75;1,27;43,89;20,40;63,56;10,25;12,88;-0,39;-0,08;2,71;6,15;-1,98;2,38;64,58;29,92;11,80;0,46;0,54;0,47;5,16;15,82;;35,81;23,12;;56.292.750.000,00
ENB;34,60;7,49;24,68;1,53;0,53;47,03;20,20;8,25;6,86;18,60;8,52;1,29;2,04;-18,33;-0,56;0,64;6,20;2,16;5,24;0,35;0,65;0,26;2,82;2,58;;22,65;1,40;;70.064.963.184,00
ENBA;25,41;3,14;18,10;1,12;0,39;47,03;20,20;8,25;5,03;18,60;8,52;1,29;1,49;-13,45;-0,41;0,64;6,20;2,16;5,24;0,35;0,65;0,26;2,82;2,58;;22,65;1,40;;70.064.963.184,00
ENBL;7,05;;7,18;;0,26;46,68;18,53;12,53;2,91;11,12;6,27;;0,90;-4,03;-0,27;0,41;;3,63;15,81;0,00;0,39;0,29;0,37;;;0,00;0,98;;3.073.037.895,00
ENDP;0,29;;-0,03;-0,02;0,01;59,24;-70,97;-93,31;-0,04;-3,46;-3,42;;0,02;0,07;-0,02;1,86;-81,19;-40,81;-40,91;-0,50;1,50;0,44;-5,68;;;-13,60;-11,04;;68.191.441,00
ENG;0,31;;-0,71;1,27;0,44;-10,48;-45,42;-46,07;-0,76;-1,01;-0,30;0,52;0,33;1,84;-1,21;1,59;-179,31;-61,67;-95,25;0,34;0,66;1,34;-6,34;;;0,25;-0,45;;13.087.968,00
ENIA;4,81;;10,45;1,07;0,42;42,04;22,41;6,45;;2,57;-0,44;-0,16;0,67;-11,72;-0,55;0,87;10,21;4,01;26,08;0,39;0,61;0,62;16,20;2,25;;4,51;0,46;;10.320.499.540,00
ENIC;3,29;10,09;30,76;0,70;0,41;19,64;5,46;3,16;;15,10;-2,71;-0,11;0,97;2,13;-0,58;2,89;2,26;1,34;3,41;0,59;0,41;0,42;7,24;12,54;;4,79;0,11;;4.606.492.563,00
ENJ;21,69;;;;;28,15;12,18;5,67;;5,51;5,51;0,87;;;;1,05;7,35;2,36;6,02;0,32;0,68;0,42;6,85;7,55;;;;;0,00
ENLC;12,39;3,93;16,22;4,94;0,68;25,55;5,34;4,41;5,26;24,10;10,71;3,95;0,72;-288,03;-0,75;0,98;30,44;4,21;6,05;0,14;0,86;0,95;10,70;11,17;;2,51;0,77;;5.731.801.434,00
ENLV;2,44;;-5,13;0,66;0,59;;;;;1,94;7,01;-0,91;;0,74;-3,69;15,44;-12,89;-11,41;-13,03;0,89;0,11;0,00;;;;3,69;-0,48;;45.301.772,00
ENO;23,26;;;;;28,15;12,18;5,67;;5,51;5,51;0,87;;;;1,05;7,35;2,36;6,02;0,32;0,68;0,42;6,85;7,55;;;;;0,00
ENOB;0,71;;-0,39;0,63;0,53;;;;-0,39;-0,42;-0,03;0,05;;-5,27;-0,55;0,33;-161,39;-135,55;-147,40;0,84;0,16;0,00;;;;1,13;-1,83;;41.381.356,00
ENPC;10,00;;-47,19;-23,17;1,07;;;;-47,41;-48,42;-1,00;;;-44,03;-1,07;0,02;-49,10;-2,27;98,00;-0,05;0,05;0,00;;;;-0,43;-0,21;;443.840.000,00
ENPH;124,24;;29,70;17,48;4,91;43,92;24,13;20,48;23,72;24,45;-0,75;-0,52;6,08;9,36;-18,79;3,44;58,88;16,52;25,65;0,28;0,72;0,81;52,12;;;7,13;4,20;;17.004.881.934,00
ENR;34,02;3,53;-10,04;14,56;0,54;37,50;-5,20;-8,24;-89,03;-36,77;-20,88;19,13;0,83;2,89;-0,83;2,16;-145,06;-5,37;-6,54;0,04;0,96;0,65;11,68;;;2,33;-3,39;;2.430.496.800,00
ENS;102,66;0,85;26,24;2,64;1,17;22,27;6,60;4,43;;20,64;3,02;0,45;1,16;3,59;-2,46;2,64;10,08;4,46;7,75;0,44;0,56;1,01;7,51;8,01;;38,99;3,93;;4.232.034.488,00
ENSG;98,04;0,23;22,98;3,98;1,40;16,44;9,37;7,10;14,31;16,49;-0,91;-0,21;1,63;17,90;-1,83;1,50;17,33;6,08;16,18;0,35;0,65;0,86;13,61;40,89;;24,69;4,28;;5.525.672.488,00
ENTA;15,65;;-2,47;1,37;0,66;100,00;-156,12;-163,86;-2,59;0,48;3,07;-1,63;4,05;0,86;-6,99;6,58;-55,53;-26,67;-54,69;0,48;0,52;0,16;-3,47;;;11,29;-6,27;;326.569.254,00
ENTG;96,26;0,41;69,71;4,53;1,44;42,55;14,78;6,37;;40,79;10,76;1,62;4,44;9,26;-1,87;3,06;6,49;2,06;4,96;0,32;0,68;0,32;19,58;19,69;;21,44;1,39;;14.563.507.266,00
ENTX;0,67;;-1,61;1,83;1,59;28,79;-17.171,21;-17.389,39;-1,64;-0,68;0,94;-1,06;279,41;1,87;-79,15;7,61;-113,86;-98,89;-113,86;0,87;0,13;0,01;;;;0,35;-0,40;;18.440.960,00
ENTXW;0,00;;;;;28,79;-17.171,21;-17.389,39;;-0,68;0,94;-1,06;;;;7,61;-113,86;-98,89;-113,86;0,87;0,13;0,01;;;;0,35;-0,40;;18.440.960,00
ENV;53,57;;-27,47;4,05;1,42;62,90;-5,00;-8,79;40,05;-62,14;-13,81;1,16;2,41;-34,69;-1,60;0,73;-14,73;-5,18;-5,91;0,35;0,65;0,59;12,64;;;13,25;-1,95;;2.923.578.462,00
ENVA;51,06;;7,82;1,26;0,40;100,00;36,11;17,24;3,36;8,55;4,82;1,63;1,35;0,51;-3,40;9,53;16,14;5,16;10,12;0,32;0,68;0,30;8,92;47,97;;40,58;6,55;;1.576.309.760,00
ENZ;1,59;;-1,71;4,12;1,08;15,27;-64,19;-64,19;-1,82;-1,82;-0,11;0,26;1,10;-7,69;-1,95;0,76;-240,78;-63,25;-172,10;0,26;0,74;0,99;0,37;;;0,38;-0,92;;78.073.117,00
EOD;4,35;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EOG;126,86;5,66;8,53;2,83;1,79;88,41;43,44;33,58;5,05;6,51;-0,08;-0,04;2,87;14,36;-2,28;2,39;33,16;20,99;29,47;0,63;0,37;0,62;18,06;24,61;;45,09;14,95;;74.302.313.449,00
EOI;16,26;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EOLS;9,72;;-8,61;-82,07;3,38;68,14;-32,80;-39,36;-11,67;-11,29;-0,96;;3,39;10,37;-7,88;2,33;-953,20;-39,28;-63,08;-0,04;1,04;1,00;;;;-0,12;-1,16;;571.425.148,00
EOS;17,56;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EOSE;3,60;;-1,79;-2,60;4,58;-516,41;-940,43;-1.089,56;-2,18;-2,40;-0,32;;19,48;-29,18;-9,19;0,76;-145,57;-256,33;259,18;-1,76;2,76;0,24;;;;-1,31;-1,91;;456.921.245,00
EOSEW;1,14;;-0,60;-0,87;1,53;-516,41;-940,43;-1.089,56;-0,73;-2,40;-0,32;;6,51;-9,76;-3,07;0,76;-145,57;-256,33;259,18;-1,76;2,76;0,24;;;;-1,31;-1,91;;456.921.245,00
EOT;16,46;;;;;;;;;;;;;;;;;;;;;;;;;;;;
EPAC;26,16;0,15;42,77;4,37;1,85;49,18;10,45;5,83;18,46;25,36;1,50;0,28;2,49;6,30;-3,50;2,66;10,21;4,33;9,04;0,42;0,58;0,74;-1,52;;;6,00;0,61;;1.469.916.940,00
EPAM;244,74;;26,69;4,36;3,48;31,31;13,84;11,02;17,74;18,54;-2,72;-0,56;2,94;6,22;-11,65;4,92;16,35;13,03;16,22;0,80;0,20;1,18;27,17;41,95;;56,29;9,20;;14.236.331.696,00
EPAY;56,99;;-71,14;6,21;3,25;57,51;-5,38;-7,18;80,37;-95,10;-0,17;0,01;5,11;41,34;-4,68;1,35;-8,73;-4,57;-5,81;0,52;0,48;0,64;6,55;;;9,18;-0,80;;2.586.582.334,00
EPC;37,87;1,59;16,38;1,24;0,51;41,22;10,38;5,19;5,90;13,04;4,85;0,73;0,85;4,69;-0,69;1,71;7,55;3,11;6,74;0,41;0,59;0,60;-1,13;76,85;;30,53;2,30;;1.917.641.106,00
EPD;26,48;7,37;10,62;;0,85;12,55;13,12;10,39;6,31;12,60;4,19;;1,10;-57,31;-0,99;0,91;;8,01;23,40;0,00;0,60;0,77;14,75;16,29;;0,00;2,50;;57.594.870.996,00
EPIX;2,76;;-4,44;0,81;0,79;;;;-4,36;1,12;5,55;-1,01;;0,81;-338,11;44,98;-18,25;-17,85;-18,34;0,98;0,02;0,00;;;;3,41;-0,62;;121.718.208,00
EPSN;5,24;4,69;3,57;1,12;0,95;85,48;67,63;50,33;2,30;1,55;-1,11;-0,47;1,80;2,33;-1,73;9,90;31,45;26,50;31,51;0,84;0,16;0,53;22,12;34,60;;4,75;1,49;;118.138.384,00
EPZM;1,47;;-1,05;22,25;0,79;73,29;-595,29;-614,03;-1,11;-1,15;-0,07;1,52;6,43;1,30;-2,96;5,87;-2.125,29;-75,71;-100,60;0,04;0,96;0,12;36,13;;;0,07;-1,40;;247.496.256,00
EQ;0,82;;-0,99;0,98;0,40;100,00;-113,08;-117,51;-1,03;0,92;1,95;-1,86;1,16;0,75;-18,28;2,19;-98,91;-40,33;-75,82;0,41;0,59;0,34;;;;0,85;-0,84;;28.691.855,00
EQBK;25,15;1,59;7,13;0,91;0,08;0,00;32,18;22,87;4,37;-10,26;-15,33;-2,76;1,63;;-0,08;;12,79;1,05;9,01;0,08;0,92;0,05;13,67;22,81;;27,58;3,53;;387.614.315,00
EQD;10,02;;23,52;-28,87;1,25;;;;23,39;23,38;-0,01;;;-351,31;-1,25;0,19;-122,73;5,31;-122,73;-0,04;0,04;0,00;;;;-0,35;0,43;;518.535.000,00
EQD.U;9,98;;23,43;-28,76;1,24;;;;23,30;23,38;-0,01;;;-349,91;-1,25;0,19;-122,73;5,31;-122,73;-0,04;0,04;0,00;;;;-0,35;0,43;;518.535.000,00
EQD.WS;0,03;;0,07;-0,09;0,00;;;;0,07;23,38;-0,01;;;-1,05;0,00;0,19;-122,73;5,31;-122,73;-0,04;0,04;0,00;;;;-0,35;0,43;;518.535.000,00
EQH;28,13;3,68;8,38;2,76;0,04;100,00;46,04;20,99;2,74;2,55;-1,27;-0,92;1,76;;-0,04;;32,93;0,43;18,60;0,01;0,98;0,02;;53,80;;10,23;3,37;;9.805.727.199,00
EQNR;30,18;6,94;3,71;2,10;0,59;64,79;50,85;16,24;;0,94;-0,24;-0,43;0,60;2,84;-1,24;1,66;56,70;15,87;33,21;0,28;0,72;0,98;19,57;44,28;;14,38;8,15;;89.897.167.526,00
EQOS;0,09;;-5,01;0,85;0,07;;;;-5,01;-5,01;0,01;0,00;;-1,58;-0,07;0,03;-16,86;-1,42;-16,86;0,08;0,08;0,00;;;;0,11;-0,02;;4.226.463,00
EQOSW;0,05;;-2,79;0,47;0,04;;;;-2,79;-5,01;0,01;0,00;;-0,88;-0,04;0,03;-16,86;-1,42;-16,86;0,08;0,08;0,00;;;;0,11;-0,02;;4.226.463,00
EQS;1,46;;-8,59;0,57;0,44;100,00;-44.860,00;-45.640,00;-8,74;-0,80;7,93;-0,52;3.920,25;;-0,44;;-6,69;-5,13;-5,09;0,77;0,23;0,00;;;;2,52;-0,17;;19.601.245,00
EQT;42,02;1,42;4,31;1,27;0,72;73,78;53,70;39,59;2,38;3,98;0,80;0,32;1,71;62,98;-0,81;1,11;29,55;16,68;21,99;0,56;0,44;0,42;35,07;3,26;;33,20;9,81;;15.287.270.979,00
EQX;5,07;;19,75;0,66;0,43;17,34;9,88;7,48;;17,64;2,69;0,12;1,48;3,59;-0,53;2,89;3,36;2,18;3,26;0,65;0,35;0,29;;;;7,64;0,26;;1.586.640.783,00
ERES;10,85;;-12,25;-6,38;4,21;;;;-12,90;-12,30;0,01;;;-7,70;-4,24;0,01;-52,12;-34,34;52,12;-0,66;0,67;0,00;;;;-1,70;-0,89;;124.568.850,00
ERESU;10,00;;-11,29;-5,88;3,88;;;;-11,89;-12,30;0,01;;;-7,10;-3,91;0,01;-52,12;-34,34;52,12;-0,66;0,67;0,00;;;;-1,70;-0,89;;124.568.850,00
ERESW;0,23;;-0,26;-0,14;0,09;;;;-0,27;-12,30;0,01;;;-0,16;-0,09;0,01;-52,12;-34,34;52,12;-0,66;0,67;0,00;;;;-1,70;-0,89;;124.568.850,00
ERF;16,75;1,28;6,44;4,85;1,65;64,32;43,70;31,42;;5,23;0,60;0,63;2,02;-11,41;-2,06;0,58;75,33;25,66;46,55;0,34;0,66;0,82;26,21;37,04;;3,47;2,61;;3.542.030.057,00
ERIC;4,98;4,96;6,83;1,28;0,48;42,30;12,27;9,07;;4,58;-0,47;-0,12;0,62;6,97;-0,95;1,17;18,74;7,10;19,46;0,38;0,62;0,78;1,99;;;3,90;0,73;;16.616.700.000,00
ERIE;279,36;1,67;41,29;9,46;6,28;37,52;14,69;11,64;32,71;32,39;-0,32;-0,09;4,81;;-6,28;;22,91;15,22;22,91;0,66;0,34;1,31;10,92;8,67;;29,55;6,77;;14.611.366.757,00
ERII;27,64;;147,95;8,59;7,45;67,96;10,43;9,87;95,12;132,83;-7,26;-0,45;14,61;11,56;-26,29;9,89;5,81;5,03;5,39;0,87;0,13;0,51;12,68;5,55;;3,22;0,19;;1.561.334.688,00
ERJ;15,41;;-7.070,84;0,98;0,29;18,86;3,12;-0,01;;34,03;10,66;0,45;0,73;1,04;-0,65;2,03;-0,01;0,00;2,02;0,30;0,70;0,40;12,26;;;15,64;0,00;;2.828.337.820,00
ERYP;0,81;;-1,58;0,45;0,26;100,00;-832,92;-760,90;-1,51;1,15;2,60;-0,80;12,04;0,73;-0,65;2,39;-28,22;-16,18;-28,45;0,57;0,43;0,02;52,28;;;1,81;-0,51;;25.123.041,00
ES;65,13;4,01;19,42;1,47;0,42;40,25;18,57;9,28;6,63;20,05;10,35;1,57;1,80;-11,02;-0,45;0,64;7,56;2,16;4,88;0,29;0,71;0,23;9,65;7,29;;44,56;3,37;;22.837.193.036,00
ESBK;23,08;;16,62;1,99;0,17;100,00;0,00;16,54;;;;1,64;2,75;;-0,17;;11,98;1,05;;0,09;0,91;0,06;2,60;5,24;;11,59;1,39;;80.387.640,00
ESCA;15,15;4,95;24,92;1,31;0,74;21,16;5,73;3,07;9,99;18,73;5,36;0,53;0,77;1,49;-1,92;5,28;5,27;2,97;5,61;0,56;0,44;0,97;12,09;5,05;;11,53;0,61;;208.112.520,00
ESE;106,60;0,30;29,92;2,48;1,61;39,32;13,45;9,74;15,55;22,41;0,73;0,08;2,92;9,62;-2,47;1,92;8,27;5,38;7,95;0,65;0,35;0,55;4,57;8,92;;42,94;3,55;;2.739.916.902,00
ESEA;26,32;7,62;2,00;1,37;0,64;73,55;60,25;59,24;;2,60;0,64;0,45;1,18;-5,05;-0,66;0,23;68,60;31,86;47,03;0,46;0,54;0,54;50,38;;;19,15;13,14;;183.639.750,00
ESGC;3,03;;-0,14;0,19;0,09;47,43;-322,80;-269,53;-0,13;-0,22;-0,10;0,17;0,37;-0,54;-0,12;0,53;-135,82;-68,95;-141,39;0,51;0,49;0,26;-11,37;;;16,24;-22,05;;57.570.000,00
ESGR;252,05;;15,25;0,82;0,18;197,93;95,25;54,75;6,62;10,23;1,46;0,14;8,35;;-0,18;;5,39;1,21;6,38;0,22;0,77;0,02;;;;306,46;16,53;;4.040.714.370,00
ESGRO;24,09;7,26;1,46;0,08;0,02;197,93;95,25;54,75;0,63;10,23;1,46;0,14;0,80;;-0,02;;5,39;1,21;6,38;0,22;0,77;0,02;;;;306,46;16,53;;4.040.714.370,00
ESGRP;23,43;7,47;1,42;0,08;0,02;197,93;95,25;54,75;0,62;10,23;1,46;0,14;0,78;;-0,02;;5,39;1,21;6,38;0,22;0,77;0,02;;;;306,46;16,53;;4.040.714.370,00
ESI;20,11;1,59;35,00;2,11;0,96;38,09;11,20;5,90;11,48;25,09;6,67;0,76;2,06;5,53;-1,28;3,32;6,02;2,74;4,23;0,46;0,54;0,46;6,30;;;9,54;0,57;;4.853.963.070,00
ESLT;197,80;1,01;37,49;3,45;0,95;25,47;7,10;4,24;;23,82;1,40;0,22;1,59;12,11;-2,10;1,17;9,21;2,53;8,09;0,27;0,73;0,60;10,29;2,87;;57,31;5,28;;8.773.715.700,00
