TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
PYS;20,86;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PYT;21,53;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PZC;6,78;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PZN;9,65;;10,58;4,31;0,60;100,00;49,43;7,46;1,58;1,09;-0,51;-1,38;0,79;;-0,60;;40,71;5,69;233,36;0,14;0,86;0,76;12,97;2,92;;2,24;0,91;;161.123.155,00
PZZA;68,27;2,52;31,12;-4,65;2,56;30,50;6,18;3,46;12,01;23,45;6,05;;1,08;-40,79;-3,54;0,82;-14,93;8,22;31,80;-0,55;1,55;2,38;3,34;-7,90;;-14,69;2,19;;2.234.948.163,00
QADA;87,63;;265,83;15,80;5,71;60,12;1,66;2,11;75,70;315,57;-22,83;-1,07;5,62;54,86;-16,42;1,19;5,94;2,15;2,60;0,36;0,64;1,01;2,07;4,42;;5,55;0,33;;1.840.878.462,00
QADB;87,54;;265,56;15,79;5,70;60,12;1,66;2,11;75,62;315,57;-22,83;-1,07;5,62;54,81;-16,40;1,19;5,94;2,15;2,60;0,36;0,64;1,01;2,07;4,42;;5,55;0,33;;1.840.878.462,00
QCOM;111,16;2,79;14,40;6,00;2,53;56,31;26,33;22,33;10,34;12,88;0,67;0,33;3,22;10,33;-4,35;2,42;41,68;17,58;25,75;0,42;0,58;0,79;14,71;39,54;;18,52;7,72;;124.054.560.000,00
QCRH;49,01;0,49;7,08;1,00;0,10;0,00;34,54;24,82;4,90;0,06;-5,02;-0,98;1,76;;-0,10;;14,07;1,41;12,44;0,10;0,90;0,06;17,60;22,64;;49,22;6,93;;819.226.655,00
QD;2,13;;-8,86;0,26;0,23;79,26;5,04;-32,85;;-93,37;-151,07;-0,68;2,91;0,30;-1,53;12,00;-2,95;-2,63;-1,34;0,89;0,11;0,08;-35,31;;;8,15;-0,24;;479.034.657,00
QDEL;71,62;;5,91;0,97;0,54;65,02;37,34;26,67;4,16;6,07;1,85;0,43;1,58;7,26;-0,66;1,73;16,46;9,18;11,72;0,56;0,44;0,34;54,72;;;73,66;12,12;;4.783.542.772,00
QELL;9,41;;-6,54;81,14;1,06;;;;-6,54;-6,53;0,02;-0,20;;-233,15;-1,07;0,46;-1.240,00;-16,27;-1.240,00;0,01;0,99;0,00;;;;0,12;-1,44;;405.686.743,00
QELLU;10,00;;-6,95;86,22;1,13;;;;-6,95;-6,53;0,02;-0,20;;-247,77;-1,14;0,46;-1.240,00;-16,27;-1.240,00;0,01;0,99;0,00;;;;0,12;-1,44;;405.686.743,00
QELLW;1,55;;-1,08;13,36;0,18;;;;-1,08;-6,53;0,02;-0,20;;-38,40;-0,18;0,46;-1.240,00;-16,27;-1.240,00;0,01;0,99;0,00;;;;0,12;-1,44;;405.686.743,00
QEP;4,08;;309,27;0,37;0,19;70,25;5,11;0,44;1,61;70,19;43,44;0,60;1,37;-9,65;-0,20;0,66;0,12;0,06;-0,99;0,52;0,48;0,14;-18,53;;;11,01;0,01;;989.668.553,76
QFIN;15,06;5,44;3,06;0,96;0,43;86,39;87,93;28,91;;0,34;-0,66;-0,63;0,89;1,16;-2,37;1,83;31,26;14,12;88,92;0,45;0,55;0,49;81,46;87,00;;15,74;4,92;;2.431.659.888,00
QGEN;39,73;;17,63;2,76;1,47;64,44;28,05;22,75;;14,55;0,26;0,05;4,01;7,67;-2,26;2,23;15,67;8,36;10,94;0,53;0,47;0,37;8,60;59,97;;14,39;2,25;;9.065.670.860,00
QH;1,41;;-0,50;0,09;0,04;5,95;-2,63;-3,29;;2,42;3,05;-0,46;0,02;0,32;-0,12;1,27;-18,93;-8,73;-20,54;0,46;0,54;2,65;;;;14,98;-2,84;;7.745.976,00
QIWI;5,67;;1,48;0,48;0,26;63,66;35,90;39,05;;-2,66;-4,27;-1,27;0,58;0,54;-1,79;2,34;32,40;17,87;21,13;0,55;0,45;0,46;14,23;27,87;;11,82;3,83;;355.582.710,00
QK;2,74;;-27,11;-1,23;8,10;100,00;100,00;-37,26;8,81;11,74;1,64;;10,10;-1,41;-15,22;0,08;-4,54;-29,87;-15,37;-6,58;7,58;0,80;;;;-2,23;-0,10;;474.608.278,00
QLGN;0,98;;-0,28;2,43;0,38;23,23;-340,91;-288,66;-0,25;-0,26;-0,02;0,21;0,82;-1,36;-0,60;0,57;-860,72;-133,13;-554,80;0,15;0,85;0,46;;;;0,40;-3,47;;4.951.450,00
QLYS;152,52;;46,48;20,21;7,89;79,52;28,85;22,98;30,93;34,71;-2,31;-1,26;10,68;40,27;-27,80;1,38;43,49;16,98;43,49;0,39;0,61;0,74;16,23;21,71;;7,55;3,28;;5.599.329.492,00
QMCO;0,62;;-1,54;-0,63;0,28;33,09;-6,03;-9,40;-4,72;-5,45;-3,05;;0,14;8,67;-0,97;1,05;-40,71;-18,20;-407,55;-0,45;1,45;1,94;-1,17;;;-0,99;-0,40;;58.925.172,00
QNST;8,98;;-7,12;2,13;1,45;8,36;-3,54;-11,86;-345,93;-20,25;3,58;-0,32;0,84;7,99;-2,64;1,68;-29,97;-20,43;-29,62;0,68;0,32;1,72;7,50;;;4,21;-1,26;;490.186.770,00
QQQX;22,10;;;;;;;;;;;;;;;;;;;;;;;;;;;;
QRHC;7,47;;-18,65;2,14;0,87;17,27;0,56;-2,79;11,52;128,57;35,81;0,83;0,52;14,10;-1,24;1,25;-11,47;-4,64;0,93;0,41;0,59;1,67;15,47;;;3,49;-0,40;;147.772.287,00
QRTEA;0,58;;-0,08;0,36;0,02;30,99;-17,58;-23,10;-0,14;-2,32;-2,21;7,24;0,02;0,17;-0,03;1,57;-430,11;-22,64;-32,99;0,05;0,95;0,98;3,08;;;1,60;-6,87;;225.497.272,00
QRTEB;7,80;;-1,14;4,88;0,26;30,99;-17,58;-23,10;-1,88;-2,32;-2,21;7,24;0,26;2,23;-0,38;1,57;-430,11;-22,64;-32,99;0,05;0,95;0,98;3,08;;;1,60;-6,87;;225.497.272,00
QRTEP;28,98;27,61;-4,22;18,14;0,95;30,99;-17,58;-23,10;-6,99;-2,32;-2,21;7,24;0,97;8,27;-1,40;1,57;-430,11;-22,64;-32,99;0,05;0,95;0,98;3,08;;;1,60;-6,87;;225.497.272,00
QRVO;95,63;;20,63;2,25;1,32;42,72;15,80;11,06;;16,18;1,74;0,27;2,28;5,70;-1,94;3,68;10,90;6,41;8,55;0,59;0,41;0,58;8,91;;;42,53;4,64;;9.363.171.552,00
QS;6,48;;-7,02;2,64;2,33;;;;-7,76;-5,10;1,95;-0,73;;3,61;-7,33;19,25;-37,66;-33,24;-36,26;0,88;0,12;0,00;;;;2,45;-0,92;;3.143.849.112,00
QS.WS;9,09;;-9,85;3,71;3,27;;;;-10,88;-5,10;1,95;-0,73;;5,06;-10,29;19,25;-37,66;-33,24;-36,26;0,88;0,12;0,00;;;;2,45;-0,92;;3.143.849.112,00
QSR;66,60;3,29;20,41;7,29;0,90;64,66;28,14;15,03;9,79;17,21;6,31;4,22;3,07;119,53;-0,99;1,09;35,70;4,40;10,92;0,12;0,88;0,29;7,29;7,87;;9,14;3,26;;20.798.074.440,00
QTNT;0,38;;-0,01;-0,01;0,01;-9,37;-358,72;-413,33;-0,01;-1,47;-1,46;;0,04;0,06;-0,02;1,79;-85,41;-121,60;-320,27;-1,42;2,42;0,29;11,62;;;-51,56;-44,04;;1.342.046,00
QTRX;27,87;;-15,90;2,95;2,44;53,24;-58,34;-58,78;-17,49;-10,98;5,05;-0,93;9,35;3,02;-20,87;11,87;-18,52;-15,33;-18,52;0,83;0,17;0,26;35,77;;;9,46;-1,75;;1.046.590.962,00
QTT;0,18;;-0,02;-0,01;0,02;73,00;-27,50;-31,07;;0,52;0,55;;0,01;-0,02;-0,15;0,57;-56,43;-64,82;50,06;-1,15;2,15;2,09;141,21;;;-12,95;-7,31;;5.213.934,00
QTWO;31,90;;-22,11;4,22;1,59;46,79;-12,74;-14,08;121,77;-27,15;-2,71;0,47;3,11;8,87;-2,35;2,25;-19,11;-7,19;-8,38;0,38;0,62;0,51;23,87;;;7,55;-1,44;;1.864.443.350,00
QUAD;5,05;;-10,12;1,69;0,17;19,35;1,55;-0,81;1,39;17,46;12,20;3,93;0,08;-1,85;-0,27;0,80;-16,73;-1,67;4,66;0,10;0,90;2,07;-4,03;-38,67;;2,98;-0,50;;260.145.195,00
QUIK;8,34;;-25,39;11,58;3,85;60,58;-27,67;-28,10;;-21,65;4,14;-1,86;7,13;18,88;-25,86;1,32;-45,60;-15,18;-45,11;0,33;0,67;0,54;2,12;;;0,72;-0,33;;115.581.558,00
QUMU;0,89;;-1,28;4,79;0,74;74,79;-59,11;-58,17;-1,36;-0,78;0,48;-1,81;0,74;-7,21;-2,15;0,86;-374,15;-57,78;-390,94;0,15;0,85;0,99;-5,39;;;0,19;-0,70;;15.962.417,00
QUOT;3,99;;-9,85;2,56;1,22;49,75;-13,01;-15,19;-27,03;-11,64;-0,15;0,03;1,50;10,40;-2,14;1,37;-25,97;-12,39;-18,14;0,48;0,52;0,82;-2,16;;;1,56;-0,41;;397.923.498,00
QURE;6,80;;-1,74;0,92;0,34;94,37;-153,15;-166,83;-2,00;1,18;3,08;-1,49;2,90;0,47;-1,75;11,07;-52,86;-19,81;-38,07;0,37;0,63;0,12;52,04;;;7,41;-3,91;;324.387.200,00
QVCC;9,10;;;;;23,63;-14,38;-19,29;;-3,09;-3,09;0,94;;;;1,42;-40,72;-15,24;-16,78;0,37;0,63;0,79;2,42;;;;;;0,00
QVCD;9,13;;;;;23,63;-14,38;-19,29;;-3,09;-3,09;0,94;;;;1,42;-40,72;-15,24;-16,78;0,37;0,63;0,79;2,42;;;;;;0,00
R;106,59;2,41;8,47;1,57;0,32;19,47;9,43;4,79;1,64;9,89;5,59;2,04;0,41;-3,75;-0,38;0,62;18,51;3,83;8,59;0,21;0,79;0,80;10,53;3,80;;68,00;12,59;;4.852.754.907,00
RA;12,17;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RAACU;9,90;;;;;;;;;0,00;0,00;;;;;0,26;-23,40;-3,34;23,40;-0,14;0,15;0,00;;;;;;;0,00
RACA;10,27;;-104,71;35,81;1,31;;;;;-104,11;0,41;-0,14;;-35,32;-1,32;0,13;-34,20;-1,25;-34,26;0,04;0,04;0,00;;;;0,29;-0,10;;179.046.153,00
RACE;294,05;0,68;53,01;21,93;6,93;49,09;24,33;18,92;29,13;42,37;1,15;0,61;10,03;17,22;-14,40;4,47;41,38;13,08;19,57;0,32;0,68;0,69;5,80;9,21;;13,41;5,55;;53.253.219.530,00
RAD;0,46;;-0,03;-0,06;0,00;19,93;-2,85;-3,73;-0,06;-4,57;-4,53;;0,00;0,03;-0,01;1,30;-222,35;-10,93;-24,73;-0,05;1,05;2,93;1,39;;;-7,12;-15,83;;26.080.298,00
RADA;9,87;;84,91;3,21;2,50;38,08;7,70;5,29;;51,57;-6,70;-0,37;4,49;4,01;-11,29;5,00;3,78;2,94;4,28;0,78;0,22;0,56;55,68;;;3,07;0,12;;490.797.594,00
RADI;15,00;;-9,02;2,45;0,57;94,62;-67,32;-106,34;-184,68;-27,81;-13,56;2,33;9,59;6,36;-0,66;3,16;-27,15;-6,32;-4,57;0,23;0,77;0,06;;;;6,13;-1,66;;1.495.755.000,00
RAIL;2,70;;-0,94;-0,99;0,23;7,71;-6,63;-13,39;-2,27;-3,59;-1,70;;0,13;1,10;-0,72;1,45;-105,13;-24,71;-424,71;-0,24;0,84;1,85;-2,29;;;-2,73;-2,87;;48.337.290,00
RAMP;29,02;;-20,65;2,09;1,65;71,29;-14,27;-15,30;-28,37;-16,33;5,80;-0,55;3,16;3,60;-4,20;4,10;-10,13;-8,00;-10,72;0,79;0,21;0,52;22,07;;;13,87;-1,41;;1.922.130.994,00
RAND;13,60;7,94;5,60;0,57;0,46;100,00;108,80;96,91;4,99;5,31;0,33;0,04;5,43;;-0,46;;10,21;8,24;9,37;0,81;0,19;0,09;37,83;;;23,79;2,43;;35.101.600,00
RAPT;16,19;;-5,63;2,79;2,52;;;;-5,49;-3,56;2,08;-1,03;;2,90;-41,70;13,46;-49,45;-44,73;-49,45;0,90;0,10;0,00;;;;5,81;-2,87;;556.259.258,00
RARE;35,19;;-3,49;19,50;1,92;91,03;-162,16;-178,91;-3,93;-3,01;0,84;-4,28;6,24;5,50;-4,13;2,87;-558,58;-54,96;-511,00;0,10;0,90;0,31;168,33;;;1,80;-10,08;;2.515.683.834,00
RAVE;2,23;;19,57;3,04;2,22;100,00;18,09;13,57;11,27;12,20;-2,48;-0,51;2,65;6,81;-4,26;3,11;15,52;11,33;15,53;0,73;0,27;0,84;-4,69;-3,34;;0,73;0,11;;31.564.535,00
RAVN;58,08;;81,86;5,92;4,70;35,02;7,15;6,31;44,49;71,97;-0,35;-0,03;5,17;20,44;-7,55;2,55;7,23;5,74;7,17;0,79;0,21;0,91;6,17;31,63;;9,81;0,71;;2.086.094.208,00
RBA;62,65;3,45;82,42;2,32;0,96;51,83;12,26;5,60;20,65;48,18;10,56;0,65;4,61;25,45;-1,13;1,32;2,81;1,16;2,89;0,41;0,55;0,21;12,29;33,54;;27,01;0,76;;11.411.127.385,00
RBAC;10,02;;40,64;-20,85;1,25;;;;40,64;40,68;0,04;;;-53,22;-1,25;0,02;-51,30;3,07;-52,80;-0,06;0,06;0,00;;;;-0,48;0,25;;720.187.500,00
RBAC.U;10,01;;40,60;-20,83;1,25;;;;40,60;40,68;0,04;;;-53,16;-1,25;0,02;-51,30;3,07;-52,80;-0,06;0,06;0,00;;;;-0,48;0,25;;720.187.500,00
RBAC.WS;0,00;;;;;;;;;40,68;0,04;;;;;0,02;-51,30;3,07;-52,80;-0,06;0,06;0,00;;;;-0,48;0,25;;720.187.500,00
RBB;13,00;4,77;4,40;0,49;0,06;0,00;42,51;25,57;2,43;-2,81;-5,45;-1,02;1,12;;-0,06;;11,23;1,38;10,78;0,12;0,88;0,05;17,10;20,30;;26,33;2,96;;246.938.900,00
RBBN;2,72;;-8,07;1,02;0,40;47,90;-5,64;-6,89;16,68;-14,24;-4,38;0,46;0,56;6,18;-0,62;1,22;-12,70;-4,94;-8,78;0,39;0,61;0,72;19,96;;;2,65;-0,34;;465.520.384,00
RBC;232,88;;90,82;2,73;1,44;38,90;14,87;5,60;21,73;41,16;6,98;0,56;5,08;10,93;-1,78;3,19;3,00;1,59;4,10;0,53;0,47;0,28;-22,44;-27,49;;85,38;2,56;;6.766.584.568,00
RBCAA;43,99;3,33;9,82;0,97;0,14;0,00;31,49;23,21;6,58;4,16;-3,08;-0,41;2,28;;-0,14;;9,87;1,37;6,29;0,14;0,86;0,06;3,80;14,83;;45,39;4,48;;859.692.171,00
RBCN;1,39;;3,53;1,03;0,55;40,14;26,71;26,07;3,07;3,33;-0,12;-0,04;0,92;1,96;-1,07;2,42;29,18;15,69;19,98;0,54;0,46;0,60;-6,59;;;1,35;0,39;;3.305.142,00
RBKB;6,82;;14,70;0,70;0,06;0,00;16,06;8,46;6,53;-8,63;-16,37;-1,49;1,24;;-0,06;;4,79;0,38;3,84;0,08;0,92;0,05;8,68;18,44;;9,70;0,46;;75.592.198,00
RBLX;27,80;;-15,06;101,76;3,06;76,05;-45,42;-46,81;-17,88;-14,51;1,01;-6,62;7,05;64,07;-6,34;1,10;-675,87;-20,34;-94,47;0,03;0,97;0,43;;;;0,27;-1,85;;17.146.208.780,00
RBNC;35,50;;11,60;1,65;0,20;0,00;40,52;29,30;8,13;3,39;-5,00;-0,98;3,40;;-0,20;;14,23;1,68;15,99;0,12;0,88;0,06;29,14;41,31;;21,49;3,06;;588.472.850,00
RCEL;14,58;;-12,16;5,41;4,30;83,48;-74,54;-74,77;-12,16;-10,03;2,17;-0,96;9,09;5,83;-42,05;5,61;-44,50;-35,38;-44,46;0,80;0,19;0,47;107,72;;;2,69;-1,20;;371.473.614,00
RCHG;10,12;;19,93;-30,99;1,25;;;;19,90;19,87;-0,03;;;-2.148,36;-1,25;0,76;-155,45;6,26;-155,45;-0,04;0,04;0,00;;;;-0,33;0,51;;253.506.000,00
RCHGU;10,13;;19,95;-31,02;1,25;;;;19,92;19,87;-0,03;;;-2.150,48;-1,25;0,76;-155,45;6,26;-155,45;-0,04;0,04;0,00;;;;-0,33;0,51;;253.506.000,00
RCHGW;0,00;;;;;;;;;19,87;-0,03;;;;;0,76;-155,45;6,26;-155,45;-0,04;0,04;0,00;;;;-0,33;0,51;;253.506.000,00
RCI;38,73;3,82;15,26;2,42;0,48;41,50;22,16;11,27;;12,80;5,05;1,57;1,72;2,34;-0,73;2,49;15,84;3,13;6,60;0,20;0,80;0,28;-0,18;-3,39;;16,03;2,54;;20.471.361.180,00
RCII;26,78;2,54;81,21;2,89;0,57;48,63;3,24;0,44;1,01;19,44;8,39;2,20;0,36;2,74;-1,18;1,68;3,56;0,71;5,18;0,20;0,80;1,60;9,12;;;9,26;0,33;;1.585.349.220,00
RCKT;20,83;;-6,75;4,16;3,63;;;;-6,83;-5,64;1,16;-0,71;;6,04;-11,20;9,09;-61,67;-53,82;-58,16;0,87;0,13;0,00;;;;5,00;-3,09;;1.677.346.165,00
RCKY;14,07;4,41;11,40;0,49;0,19;38,25;6,36;1,83;2,33;10,23;6,95;1,04;0,21;0,48;-0,46;3,41;4,32;1,70;6,79;0,39;0,61;0,93;19,44;16,38;;28,61;1,23;;103.642.434,00
RCL;94,15;;-427,74;7,17;0,73;37,55;10,68;-0,47;8,45;34,16;15,35;5,85;2,01;-3,13;-0,78;0,20;-1,68;-0,17;5,37;0,10;0,90;0,36;0,14;;;13,13;-0,22;;24.118.725.610,00
RCM;15,17;;-96,30;2,32;1,25;19,48;2,59;-3,09;19,60;144,16;29,44;0,59;2,98;24,47;-1,42;1,80;-2,41;-1,30;1,10;0,54;0,46;0,42;32,06;;;6,55;-0,16;;6.355.600.445,00
RCMT;19,49;;6,66;4,86;1,77;28,60;10,62;8,01;;5,32;0,30;0,29;0,53;8,36;-5,37;1,46;73,04;26,54;56,78;0,36;0,64;3,31;8,80;59,71;;4,01;2,93;;155.446.393,00
RCON;0,32;;-2,05;0,91;0,58;4,91;-48,31;-52,03;-2,27;-2,15;0,06;-0,02;1,07;1,85;-1,57;2,01;-44,54;-28,49;-38,49;0,64;0,36;0,55;7,16;;;0,35;-0,16;;13.641.024,00
RCS;5,31;;;;;;;;;;;;;;;;;;;;;;;;;;;;
RCUS;18,00;;-4,67;2,37;1,10;100,00;-234,71;-237,19;-4,67;-1,45;3,27;-1,64;11,08;1,66;-5,73;5,48;-50,71;-23,52;-50,71;0,46;0,54;0,10;139,78;;;7,60;-3,85;;1.341.066.600,00
RDCM;8,69;;-30,71;1,86;1,43;70,78;-11,07;-9,88;;-24,10;3,30;-0,22;3,03;1,95;-17,92;4,87;-6,05;-4,65;-7,00;0,77;0,23;0,47;4,34;;;4,68;-0,28;;130.868.793,00
RDFN;6,99;;-3,31;83,85;0,61;12,78;-9,61;-10,91;-5,75;-6,74;-2,98;66,38;0,36;4,53;-1,07;1,46;-2.529,70;-18,44;-19,37;0,01;0,96;1,69;43,92;;;0,08;-2,11;;796.686.648,00
RDHL;0,58;;-0,04;-0,65;0,02;43,43;-91,37;-110,31;;-0,80;-0,75;;0,04;-2,56;-0,04;0,98;-1.755,06;-55,08;-93,92;-0,03;1,03;0,50;72,84;;;-0,90;-15,72;;3.395.610,00
RDI;2,12;;-1,46;1,00;0,09;12,78;-8,30;-15,43;1,96;-13,99;-11,27;4,13;0,23;-0,58;-0,09;0,36;-68,05;-5,85;-6,90;0,09;0,91;0,38;-6,19;;;2,13;-1,45;;47.219.608,00
RDIB;16,86;;-11,63;7,92;0,68;12,78;-8,30;-15,43;15,57;-13,99;-11,27;4,13;1,79;-4,58;-0,74;0,36;-68,05;-5,85;-6,90;0,09;0,91;0,38;-6,19;;;2,13;-1,45;;47.219.608,00
RDN;25,24;3,47;5,98;0,95;0,54;112,89;76,99;54,83;4,26;5,60;1,34;0,30;3,28;;-0,54;;15,93;9,09;12,70;0,57;0,43;0,17;-0,51;43,74;;26,49;4,22;;3.973.429.716,00
RDNT;28,61;;-205,49;3,27;0,72;12,28;4,99;-0,62;7,11;32,07;6,65;0,86;1,27;11,51;-0,92;1,39;-1,59;-0,35;4,89;0,22;0,78;0,56;9,17;9,11;;8,75;-0,14;;1.938.974.086,00
RDS-A;51,04;0,98;42,24;1,17;0,48;24,16;5,71;2,03;4,54;17,52;2,47;0,19;0,86;7,15;-0,71;1,26;2,78;1,13;3,43;0,41;0,59;0,56;-7,88;;;43,53;1,21;;195.501.892.854,00
RDS-B;51,06;;42,25;1,17;0,48;24,16;5,71;2,03;4,54;17,52;2,47;0,19;0,86;7,15;-0,71;1,26;2,78;1,13;3,43;0,41;0,59;0,56;-7,88;;;43,53;1,21;;195.501.892.854,00
RDUS;27,62;2,72;73,23;0,81;0,41;9,89;0,98;0,34;6,50;36,90;11,55;0,37;0,25;2,40;-0,63;1,93;1,11;0,56;2,17;0,50;0,50;1,64;175,13;;;34,02;0,38;;759.856.582,00
RDVT;20,60;;101,71;3,78;3,59;78,15;4,92;4,91;27,76;90,32;-11,10;-0,41;4,99;8,01;-7,05;11,29;3,72;3,53;3,72;0,95;0,05;0,72;44,11;;;5,45;0,20;;286.618.100,00
RDWR;16,75;;-449,47;1,96;1,14;81,75;2,24;-0,55;;70,08;-40,51;-0,72;2,48;5,08;-2,16;1,92;-0,44;-0,25;-1,93;0,58;0,42;0,46;6,78;;;8,53;-0,04;;733.983.325,00
RDY;65,94;1,48;28,20;4,33;3,07;54,12;17,33;13,73;;21,69;-0,66;-0,13;3,87;9,35;-7,74;2,19;15,36;10,88;13,26;0,71;0,29;0,79;6,53;29,41;;15,22;2,34;;10.975.014.036,00
RE;351,14;1,41;20,76;1,53;0,33;6,98;6,45;5,34;16,46;17,86;0,68;0,06;1,11;;-0,33;;7,37;1,59;6,33;0,22;0,78;0,30;12,74;4,34;;229,51;16,91;;13.791.093.728,00
REAL;2,20;;-1,07;-0,82;0,49;62,34;-34,58;-36,46;-1,35;-2,45;-1,32;;0,39;3,13;-1,03;1,43;-76,09;-45,71;-113,49;-0,60;1,60;1,25;34,42;;;-2,70;-2,05;;224.712.400,00
REDU;3,41;;-4,33;0,61;0,11;45,51;-2,88;-4,97;;-2,85;4,63;-0,38;0,22;-0,79;-0,16;0,66;-14,00;-2,61;-5,67;0,19;0,81;0,53;;;;5,62;-0,79;;40.408.500,00
REED;3,20;;-0,76;-1,16;0,64;22,96;-21,62;-36,22;-1,45;-3,41;-2,14;;0,28;-3,72;-11,40;0,84;-152,59;-84,51;-92,56;-0,55;1,55;2,33;7,06;;;-2,75;-4,20;;13.341.120,00
REFR;1,03;;-15,30;7,98;7,23;100,00;-316,41;-316,41;-16,59;-13,74;1,56;-0,81;48,41;8,36;-95,87;15,44;-52,16;-47,25;-52,16;0,91;0,09;0,15;-18,58;;;0,13;-0,07;;34.514.579,00
REGI;61,50;;16,56;1,79;1,18;9,99;5,49;5,15;11,21;14,81;-0,75;-0,09;0,85;2,43;-2,98;5,14;10,82;7,14;8,10;0,66;0,34;1,39;9,73;36,99;;34,33;3,71;;3.106.198.950,00
REGN;833,37;;21,04;3,77;2,95;86,42;38,24;33,93;17,26;17,39;-1,28;-0,26;7,14;6,55;-6,59;5,45;17,90;14,02;16,35;0,78;0,22;0,41;-28,48;-22,31;;221,24;39,60;;90.469.563.819,00
REKR;2,83;;-2,47;4,65;2,33;49,59;-280,44;-282,34;-2,81;-2,53;-0,04;0,08;6,97;-115,33;-2,75;0,88;-188,53;-94,19;-165,94;0,50;0,50;0,33;-2,09;;;0,61;-1,15;;195.131.896,00
RELL;11,19;2,14;7,15;1,00;0,81;31,86;9,53;8,50;5,56;5,38;-1,00;-0,16;0,61;1,21;-5,33;4,59;14,02;11,28;14,02;0,80;0,20;1,33;9,98;42,34;;11,17;1,57;;159.578.352,00
RELV;3,83;;3,12;0,63;0,42;73,11;10,15;8,42;2,09;0,39;-2,21;-0,54;0,26;0,79;-1,34;4,32;20,27;13,40;22,01;0,66;0,34;1,59;;;;6,05;1,23;;6.688.712,00
RELX;33,70;;;;;;;;;;;1,81;;;;0,63;0,00;0,00;;0,23;0,77;0,00;0,71;-2,61;;2,34;0,00;;63.719.073.690,00
RELY;25,53;;-46,43;8,97;5,90;100,00;-12,27;-12,48;-52,57;-45,30;1,95;-0,37;5,80;10,22;-43,91;3,00;-19,32;-12,70;-17,75;0,66;0,34;1,02;;;;2,85;-0,55;;4.626.000.258,00
RENN;1,71;1.848,95;0,85;0,50;0,43;9,41;-9,20;14,62;;0,22;1,57;-0,58;0,12;1,55;-0,97;1,96;58,58;50,12;-46,65;0,86;0,14;3,43;-23,48;;;3,43;2,01;;42.969.564,00
REPH;2,09;;-10,37;2,80;0,74;26,30;4,99;-15,09;10,41;50,54;19,21;1,72;1,56;2,96;-1,15;3,24;-27,03;-7,09;2,70;0,26;0,74;0,47;1,68;;;0,75;-0,20;;117.926.578,00
REPL;16,45;;-5,34;1,89;1,61;;;;-5,29;-2,77;2,75;-0,94;;1,87;-18,02;17,06;-35,33;-30,07;-30,96;0,85;0,15;0,00;;;;8,71;-3,08;;970.489.135,00
RES;9,18;1,53;6,78;2,01;1,62;35,15;20,99;15,97;4,14;4,90;-0,26;-0,10;1,08;3,25;-4,14;5,46;29,66;23,85;29,70;0,80;0,20;1,49;0,08;6,09;;4,56;1,35;;1.986.634.620,00
RESI;0,00;;;;;92,98;-13,09;-48,01;;4,08;4,08;-0,37;;;;;-33,65;-5,14;-9,23;0,15;0,85;0,11;;;;;;;0,00
RESN;4,48;;-8,37;19,73;10,61;100,00;-1.650,78;-1.651,52;-8,75;-7,79;0,59;-1,38;138,20;20,15;-46,91;3,13;-235,78;-126,83;-233,00;0,54;0,46;0,08;48,46;;;0,23;-0,54;;300.993.728,00
RETA;172,36;;-75,04;75,33;13,08;96,40;-373,42;-373,18;-69,88;-72,06;2,93;-2,95;280,05;23,76;-65,27;3,21;-100,38;-17,43;-54,69;0,17;0,83;0,05;-45,95;;;2,29;-2,30;;6.575.534.000,00
RETO;0,54;;1,33;0,21;0,09;100,00;100,00;11,43;0,17;0,13;-0,02;-0,03;0,15;-0,78;-0,16;0,78;15,54;7,07;135,93;0,45;0,55;0,62;-24,22;;;2,62;0,41;;2.904.552,00
REV;3,89;;-0,55;-0,09;0,08;58,71;-6,91;-18,74;18,52;-3,47;-1,99;;0,10;0,96;-0,16;1,23;-16,43;-15,41;8,28;-0,94;1,94;0,82;-2,29;;;-43,26;-7,11;;211.155.813,00
REVG;15,88;1,57;38,76;2,01;0,68;11,19;2,32;0,95;10,71;18,65;2,82;0,36;0,37;2,63;-1,99;1,65;5,19;1,76;8,01;0,34;0,66;1,86;0,56;-13,51;;7,90;0,41;;941.828.508,00
REX;40,34;;27,54;1,51;1,19;6,77;5,23;3,03;10,50;9,50;-6,48;-0,61;0,84;2,07;-3,44;8,16;5,49;4,32;7,51;0,79;0,10;1,43;13,57;-6,95;;26,65;1,46;;706.099.258,00
