TICKER;PRECO;DY;P/L;P/VP;P/ATIVOS;MARGEM BRUTA;MARGEM EBIT;MARG. LIQUIDA;P/EBIT;EV/EBIT;DIVIDA LIQUIDA / EBIT;DIV. LIQ. / PATRI.;PSR;P/CAP. GIRO;P. AT CIR. LIQ.;LIQ. CORRENTE;ROE;ROA;ROIC;PATRIMONIO / ATIVOS;PASSIVOS / ATIVOS;GIRO ATIVOS;CAGR RECEITAS 5 ANOS;CAGR LUCROS 5 ANOS; LIQUIDEZ MEDIA DIARIA; VPA; LPA; PEG Ratio; VALOR DE MERCADO
BALM3;10,00;2,16;122,50;0,69;0,40;58,39;9,82;0,44;5,47;3,77;-1,50;-0,19;0,54;0,86;-1,31;2,92;0,56;0,32;6,55;0,57;0,42;0,74;8,44;3,46;3.762,13;14,53;0,08;-1,27;99.421.000,00
BALM4;10,50;2,10;126,05;0,71;0,41;58,39;9,82;0,44;5,62;3,77;-1,50;-0,19;0,55;0,88;-1,35;2,92;0,56;0,32;6,55;0,57;0,42;0,74;8,44;3,46;19.705,00;14,53;0,08;-1,30;99.421.000,00
BAUH4;71,88;1,68;-98,21;3,91;2,32;21,55;3,82;-1,82;46,81;44,59;-2,23;-0,19;1,79;30,71;-4,23;1,20;-3,98;-2,36;-3,45;0,59;0,41;1,30;3,33;;28.172,22;18,39;-0,73;0,68;375.373.317,36
BAZA3;76,00;7,09;3,37;0,77;0,10;29,18;53,10;34,41;2,19;2,06;;;1,16;2,55;-0,11;;22,87;3,06;;0,13;0,87;0,09;17,64;80,88;298.488,19;97,45;22,28;0,08;4.213.342.955,40
BBAS3;46,68;9,66;4,13;0,83;0,06;32,03;16,16;12,35;3,16;3,26;;;0,51;2,24;-0,07;12,76;20,01;1,57;;0,08;0,92;0,13;9,97;25,08;393.518.559,41;56,75;11,36;0,10;134.502.674.918,80
BBDC3;12,80;7,13;8,40;0,82;0,07;31,88;6,19;7,37;10,00;11,28;;;0,62;0,92;-0,08;7,16;9,78;0,87;;0,09;0,91;0,12;8,37;-0,96;74.986.903,26;15,64;1,53;-0,25;144.985.463.418,99
BBDC4;14,37;7,00;9,40;0,92;0,08;31,88;6,19;7,37;11,19;11,28;;;0,69;1,03;-0,09;7,16;9,78;0,87;;0,09;0,91;0,12;8,37;-0,96;555.467.658,04;15,64;1,53;-0,28;144.985.463.418,99
BBSE3;31,11;11,21;8,66;6,95;3,66;;;;7,56;7,54;;;;-519,38;-5,38;0,98;80,32;42,31;;0,53;0,47;0,00;;12,15;154.159.423,37;4,47;3,59;0,19;62.200.000.000,00
BEEF3;8,68;6,31;15,10;12,94;0,27;19,56;7,51;1,21;2,44;6,08;3,54;18,78;0,18;1,36;-0,65;1,50;85,67;1,77;14,51;0,02;0,95;1,46;20,68;;130.055.146,89;0,67;0,58;-0,28;5.301.584.143,11
BEES3;8,65;7,26;8,30;1,34;0,07;26,39;8,82;6,42;6,05;6,37;;;0,53;0,71;-0,08;;16,14;0,85;;0,05;0,95;0,13;12,53;14,38;126.131,33;6,43;1,04;-1,67;2.832.935.848,40
BEES4;9,73;6,29;9,58;1,55;0,08;26,39;8,82;6,42;6,98;6,37;;;0,62;0,82;-0,09;;16,14;0,85;;0,05;0,95;0,13;12,53;14,38;51.444,89;6,43;1,04;-1,93;2.832.935.848,40
BGIP3;26,99;8,71;7,06;0,73;0,05;35,65;5,57;5,27;6,67;6,18;;;0,37;-0,34;-0,10;0,76;10,32;0,71;;0,07;0,93;0,14;8,79;-6,36;49.810,69;35,35;3,65;0,29;413.435.740,90
BGIP4;23,00;10,66;6,35;0,65;0,05;35,65;5,57;5,27;6,00;6,18;;;0,33;-0,30;-0,09;0,76;10,32;0,71;;0,07;0,93;0,14;8,79;-6,36;56.592,50;35,35;3,65;0,26;413.435.740,90
BLAU3;17,29;3,72;10,05;1,67;1,25;44,32;26,97;23,07;8,60;8,39;-0,41;-0,08;2,32;2,90;-2,91;4,14;16,63;12,47;13,37;0,75;0,25;0,54;;;8.966.444,44;10,45;1,74;-17,56;3.132.218.174,94
BMEB3;14,05;6,70;6,61;1,05;0,08;51,41;6,14;5,24;5,64;5,50;;;0,35;0,74;-0,09;;15,91;1,26;;0,08;0,92;0,24;5,94;25,14;6.534,20;13,35;2,12;0,60;1.443.126.822,00
BMEB4;13,50;7,78;6,26;1,00;0,08;51,41;6,14;5,24;5,34;5,50;;;0,33;0,70;-0,09;;15,91;1,26;;0,08;0,92;0,24;5,94;25,14;349.928,00;13,35;2,12;0,57;1.443.126.822,00
BMGB4;2,43;15,92;10,95;0,35;0,03;36,06;-1,60;1,83;-12,51;-12,71;;;0,20;;-0,03;;3,17;0,29;;0,09;0,91;0,16;19,34;59,92;1.686.737,52;6,97;0,22;0,50;1.411.422.434,62
BMIN3;23,88;5,06;12,29;0,85;0,45;57,60;30,85;24,12;9,61;9,03;;;2,96;47,15;-0,45;;6,95;3,63;;0,52;0,48;0,15;16,78;;5.057,80;27,95;1,94;0,17;108.621.446,10
BMIN4;14,58;8,28;7,50;0,52;0,27;57,60;30,85;24,12;5,87;9,03;;;1,81;28,79;-0,28;;6,95;3,63;;0,52;0,48;0,15;16,78;;9.219,77;27,95;1,94;0,10;108.621.446,10
BMKS3;316,00;18,34;5,33;0,72;0,62;26,67;51,94;153,94;15,81;-0,34;-16,90;-0,77;8,21;0,85;-2,67;25,52;13,56;11,71;0,78;0,86;0,14;0,08;2,51;27,32;22.870,85;435,49;59,07;0,08;143.296.272,50
BMOB3;11,98;1,86;11,53;0,98;0,79;23,63;7,12;6,69;10,83;5,36;-5,63;-0,51;0,77;1,66;-2,24;3,71;8,53;6,84;4,13;0,80;0,20;1,02;;;7.659.027,30;12,22;1,04;0,37;1.045.784.377,84
BNBR3;89,50;3,96;3,46;0,78;0,12;45,79;43,39;25,87;2,06;2,06;;;0,90;1,91;-0,12;;22,64;3,34;;0,15;0,85;0,13;8,76;25,53;23.296,91;114,18;25,85;0,09;7.730.246.028,00
BOAS3;7,95;3,20;15,22;1,83;1,70;56,53;19,25;32,39;25,60;18,69;-6,92;-0,50;4,93;3,34;-3,80;12,37;12,04;11,16;4,65;0,93;0,07;0,34;8,81;74,34;53.310.276,50;4,34;0,52;5,59;4.212.250.617,75
BPAC11;30,68;2,41;14,11;2,54;0,30;21,01;23,15;19,46;11,86;12,65;;;2,75;9,77;-3,43;1,04;18,00;2,16;;0,12;0,88;0,11;46,00;32,40;291.030.626,81;12,18;2,19;0,37;118.589.742.724,59
BPAC3;14,03;1,76;19,29;3,47;0,42;21,01;23,15;19,46;16,22;12,65;;;3,75;13,35;-4,69;1,04;18,00;2,16;;0,12;0,88;0,11;46,00;32,40;86.165,07;4,06;0,73;0,51;118.589.742.724,59
BPAC5;8,18;2,99;11,39;2,05;0,25;21,01;23,15;19,46;9,58;12,65;;;2,22;7,88;-2,77;1,04;18,00;2,16;;0,12;0,88;0,11;46,00;32,40;44.100,74;4,06;0,73;0,30;118.589.742.724,59
BPAN4;8,21;3,04;17,33;1,45;0,19;51,82;4,78;4,29;15,54;16,50;;;0,74;;-0,19;;8,36;1,08;;0,13;0,87;0,25;8,24;40,68;20.489.199,70;5,70;0,48;-1,03;10.516.625.961,94
BRAP3;21,16;12,29;3,09;1,12;1,12;;;;3,19;3,11;-0,10;-0,03;;41,69;-1,15;4,70;36,31;36,05;35,19;0,99;0,01;0,00;;3,42;1.199.667,37;19,30;7,01;-0,06;8.933.056.311,12
BRAP4;22,88;12,58;3,32;1,21;1,20;;;;3,43;3,11;-0,10;-0,03;;44,78;-1,24;4,70;36,31;36,05;35,19;0,99;0,01;0,00;;3,42;62.368.911,63;19,30;7,01;-0,06;8.933.056.311,12
BRBI11;15,50;5,49;10,56;;0,17;4,90;6,09;3,95;6,86;42,76;36,07;;0,42;;-0,17;;;1,57;1,75;0,00;1,00;0,40;;;1.301.533,93;0,00;1,45;1,10;1.605.384.314,16
BRGE11;10,90;2,42;10,01;0,61;0,27;-4.128,22;1.241,02;2.221,70;17,93;-17,71;-34,16;-1,16;222,49;0,73;-0,61;3,09;6,08;2,72;1,83;0,45;0,37;0,00;-31,54;9,39;3.683,00;17,89;1,09;0,08;756.988.774,64
BRGE5;10,42;2,11;9,57;0,58;0,26;-4.128,22;1.241,02;2.221,70;17,14;-17,71;-34,16;-1,16;212,69;0,70;-0,58;3,09;6,08;2,72;1,83;0,45;0,37;0,00;-31,54;9,39;1.042,00;17,89;1,09;0,07;756.988.774,64
BRGE6;10,35;5,10;9,51;0,58;0,26;-4.128,22;1.241,02;2.221,70;17,02;-17,71;-34,16;-1,16;211,26;0,69;-0,58;3,09;6,08;2,72;1,83;0,45;0,37;0,00;-31,54;9,39;5.045,00;17,89;1,09;0,07;756.988.774,64
BRGE7;9,27;3,32;8,52;0,52;0,23;-4.128,22;1.241,02;2.221,70;15,25;-17,71;-34,16;-1,16;189,22;0,62;-0,52;3,09;6,08;2,72;1,83;0,45;0,37;0,00;-31,54;9,39;6.489,00;17,89;1,09;0,07;756.988.774,64
BRGE8;10,05;2,19;9,23;0,56;0,25;-4.128,22;1.241,02;2.221,70;16,53;-17,71;-34,16;-1,16;205,14;0,67;-0,56;3,09;6,08;2,72;1,83;0,45;0,37;0,00;-31,54;9,39;5.846,00;17,89;1,09;0,07;756.988.774,64
BRIV3;10,86;1,46;9,54;0,56;0,04;17,73;4,57;2,97;6,19;6,20;;;0,28;0,22;-0,05;4,27;5,88;0,39;;0,07;0,93;0,13;20,48;15,20;19.627,00;19,37;1,14;0,01;962.553.526,79
BRIV4;10,85;2,85;9,55;0,56;0,04;17,73;4,57;2,97;6,20;6,20;;;0,28;0,22;-0,05;4,27;5,88;0,39;;0,07;0,93;0,13;20,48;15,20;13.251,00;19,37;1,14;0,01;962.553.526,79
BRSR3;12,66;6,92;6,32;0,54;0,04;31,38;6,21;5,73;5,83;5,94;;;0,36;1,56;-0,05;2,81;8,61;0,70;;0,08;0,92;0,12;6,91;-5,56;77.462,74;23,36;2,01;-0,49;5.134.853.615,51
BRSR5;18,00;4,96;8,95;0,77;0,06;31,38;6,21;5,73;8,25;5,94;;;0,51;2,21;-0,07;2,81;8,61;0,70;;0,08;0,92;0,12;6,91;-5,56;3.899,83;23,36;2,01;-0,70;5.134.853.615,51
BRSR6;12,30;7,10;6,16;0,53;0,04;31,38;6,21;5,73;5,69;5,94;;;0,35;1,52;-0,05;2,81;8,61;0,70;;0,08;0,92;0,12;6,91;-5,56;21.805.936,44;23,36;2,01;-0,48;5.134.853.615,51
BSLI3;14,77;1,25;50,39;2,15;0,12;34,16;-2,02;1,59;-39,68;-41,48;;;0,80;-0,40;-0,13;0,20;4,26;0,23;;0,06;0,94;0,15;20,22;-17,49;3.434,27;6,29;0,27;-0,72;4.776.777.750,00
BSLI4;12,00;1,54;44,79;1,91;0,11;34,16;-2,02;1,59;-35,27;-41,48;;;0,71;-0,36;-0,11;0,20;4,26;0,23;;0,06;0,94;0,15;20,22;-17,49;5.653,00;6,29;0,27;-0,64;4.776.777.750,00
CALI3;14,10;3,17;2,88;1,73;0,26;25,74;16,38;11,05;1,94;3,84;1,84;1,63;0,32;1,88;-0,37;1,82;59,97;8,89;25,95;0,15;0,85;0,80;65,29;31,66;2.722,89;8,16;4,90;0,00;52.465.691,10
CAMB3;9,70;2,52;5,52;2,07;1,12;46,94;22,38;15,54;3,84;4,61;0,55;0,30;0,86;4,45;-2,20;2,05;37,48;20,30;39,01;0,54;0,46;1,31;11,16;11,21;906.205,96;4,80;1,80;0,12;420.214.295,20
CAML3;8,28;2,57;6,03;0,97;0,32;20,98;8,22;4,71;3,45;7,01;3,49;0,98;0,28;1,16;-0,71;1,99;16,16;5,26;10,72;0,33;0,67;1,12;16,96;14,10;15.011.183,30;8,57;1,38;0,02;2.922.500.000,00
CBAV3;4,53;9,39;-3,14;0,54;0,21;-8,53;-10,28;-7,92;-2,42;-4,46;-2,27;0,51;0,25;0,95;-0,34;2,20;-17,18;-6,54;-14,64;0,38;0,60;0,83;;;21.876.361,33;8,69;-1,49;0,02;2.794.458.331,77
CCRO3;12,21;2,68;19,23;2,03;0,45;43,52;34,62;8,16;4,53;8,88;4,10;1,84;1,57;11,04;-0,61;1,19;10,54;2,36;10,05;0,22;0,77;0,29;12,68;-6,44;121.875.381,41;6,05;0,64;-0,29;24.785.400.000,00
CEBR3;13,59;10,97;5,20;0,98;0,70;43,45;84,65;66,35;4,08;1,55;-2,60;-0,62;3,45;1,61;-1,46;5,72;18,78;13,38;13,13;0,71;0,11;0,20;-34,71;7,64;67.832,33;13,92;2,61;-3,76;1.020.091.171,50
CEBR5;13,36;11,03;5,17;0,97;0,69;43,45;84,65;66,35;4,05;1,55;-2,60;-0,62;3,43;1,60;-1,45;5,72;18,78;13,38;13,13;0,71;0,11;0,20;-34,71;7,64;27.342,60;13,92;2,61;-3,74;1.020.091.171,50
CEBR6;14,84;11,16;5,62;1,06;0,75;43,45;84,65;66,35;4,41;1,55;-2,60;-0,62;3,73;1,74;-1,58;5,72;18,78;13,38;13,13;0,71;0,11;0,20;-34,71;7,64;133.549,78;13,92;2,61;-4,07;1.020.091.171,50
CEEB3;41,03;4,83;6,74;1,71;0,41;30,16;23,89;11,28;3,18;7,51;3,66;1,97;0,76;-12,65;-0,53;0,87;25,40;6,09;15,49;0,24;0,76;0,54;11,42;55,68;49.821,73;24,32;6,18;-0,54;13.005.396.155,53
CEEB5;54,60;3,68;8,84;2,24;0,54;30,16;23,89;11,28;4,17;7,51;3,66;1,97;1,00;-16,60;-0,69;0,87;25,40;6,09;15,49;0,24;0,76;0,54;11,42;55,68;5.460,00;24,32;6,18;-0,71;13.005.396.155,53
CEPE5;40,12;1,35;26,03;1,88;0,23;19,73;12,27;1,41;3,00;15,58;6,92;4,33;0,37;9,33;-0,31;1,10;7,21;0,88;10,50;0,12;0,88;0,62;8,38;15,32;6.418,00;21,39;1,54;-0,38;8.638.460.288,58
CEPE6;43,00;1,39;27,90;2,01;0,25;19,73;12,27;1,41;3,21;15,58;6,92;4,33;0,39;9,99;-0,33;1,10;7,21;0,88;10,50;0,12;0,88;0,62;8,38;15,32;6.183,00;21,39;1,54;-0,41;8.638.460.288,58
CGAS3;124,95;9,48;37,03;167,92;1,20;20,96;16,69;2,60;5,77;7,30;1,94;56,56;0,96;84,36;-1,97;1,04;453,46;3,25;19,15;0,01;0,99;1,25;25,75;-6,92;18.242,80;0,74;3,37;-0,48;16.558.447.345,65
CGAS5;128,90;10,11;38,19;173,16;1,24;20,96;16,69;2,60;5,95;7,30;1,94;56,56;0,99;87,00;-2,03;1,04;453,46;3,25;19,15;0,01;0,99;1,25;25,75;-6,92;70.950,00;0,74;3,37;-0,50;16.558.447.345,65
CGRA3;25,80;4,89;5,16;0,59;0,41;54,66;9,07;14,53;8,26;6,79;-1,78;-0,13;0,75;1,65;-0,74;2,32;11,41;8,02;5,83;0,70;0,30;0,55;9,76;9,46;436.927,63;43,57;4,97;-0,12;516.899.016,00
CGRA4;27,69;4,59;5,50;0,63;0,44;54,66;9,07;14,53;8,81;6,79;-1,78;-0,13;0,80;1,76;-0,79;2,32;11,41;8,02;5,83;0,70;0,30;0,55;9,76;9,46;354.139,30;43,57;4,97;-0,13;516.899.016,00
CIEL3;3,67;7,83;5,29;0,86;0,10;45,68;32,19;17,91;2,95;4,92;1,89;0,55;0,95;0,75;-0,88;1,19;16,24;1,98;11,82;0,12;0,85;0,11;-1,62;-14,08;158.467.947,26;4,31;0,70;0,09;10.052.215.725,70
CLSC3;61,97;6,44;3,90;0,75;0,20;15,14;9,03;5,98;2,58;4,18;1,56;0,45;0,23;-10,68;-0,30;0,95;19,14;5,19;13,03;0,27;0,73;0,87;7,34;55,91;27.710,08;82,99;15,88;0,09;2.447.431.740,19
CLSC4;64,40;6,81;4,06;0,78;0,21;15,14;9,03;5,98;2,69;4,18;1,56;0,45;0,24;-11,10;-0,31;0,95;19,14;5,19;13,03;0,27;0,73;0,87;7,34;55,91;302.040,52;82,99;15,88;0,09;2.447.431.740,19
CMIG3;19,04;5,94;6,32;1,77;0,77;23,76;20,70;18,48;5,64;5,46;1,09;0,34;1,17;12,28;-1,02;1,34;28,07;12,15;17,80;0,43;0,57;0,66;9,68;45,94;6.790.705,89;10,72;3,01;0,51;31.838.595.973,60
CMIG4;12,16;9,28;4,04;1,13;0,49;23,76;20,70;18,48;3,61;5,46;1,09;0,34;0,75;7,85;-0,65;1,34;28,07;12,15;17,80;0,43;0,57;0,66;9,68;45,94;112.864.276,11;10,72;3,01;0,33;31.838.595.973,60
CMIN3;4,23;21,27;9,80;2,24;0,89;44,23;27,92;15,73;5,52;5,42;-0,07;-0,03;1,54;3,53;-1,48;2,73;22,89;9,10;20,28;0,40;0,60;0,58;19,26;22,26;25.847.951,26;1,91;0,44;-0,44;23.477.250.226,64
COCE3;50,01;1,69;6,40;0,97;0,31;17,17;14,42;6,94;3,08;6,16;3,80;1,19;0,44;-3,72;-0,40;0,73;15,12;4,85;12,22;0,32;0,68;0,70;13,27;6,91;10.002,00;51,70;7,82;0,34;2.974.901.258,91
COCE5;42,08;1,99;5,44;0,82;0,26;17,17;14,42;6,94;2,62;6,16;3,80;1,19;0,38;-3,16;-0,34;0,73;15,12;4,85;12,22;0,32;0,68;0,70;13,27;6,91;2.817.541,44;51,70;7,82;0,29;2.974.901.258,91
CPFE3;34,29;8,46;7,11;2,20;0,54;32,26;27,95;13,83;3,52;5,32;1,74;1,09;0,98;-24,69;-0,70;0,91;31,00;7,63;20,03;0,25;0,74;0,55;8,03;36,19;52.874.241,67;15,48;4,80;0,75;39.280.353.859,60
CPLE11;41,70;4,32;12,84;1,14;0,46;21,63;15,12;8,78;7,45;11,30;3,57;0,55;1,13;7,00;-0,58;1,47;8,86;3,57;7,82;0,40;0,59;0,41;9,35;13,29;12.059.788,81;36,68;3,25;-0,30;24.769.771.912,50
CPLE3;8,06;4,15;12,38;1,10;0,44;21,63;15,12;8,78;7,19;11,30;3,57;0,55;1,09;6,75;-0,56;1,47;8,86;3,57;7,82;0,40;0,59;0,41;9,35;13,29;76.050.951,07;7,34;0,65;-0,29;24.769.771.912,50
CPLE5;26,00;1,73;39,99;3,54;1,43;21,63;15,12;8,78;23,21;11,30;3,57;0,55;3,51;21,80;-1,80;1,47;8,86;3,57;7,82;0,40;0,59;0,41;9,35;13,29;13.536,90;7,34;0,65;-0,94;24.769.771.912,50
CPLE6;8,49;4,33;13,06;1,16;0,47;21,63;15,12;8,78;7,58;11,30;3,57;0,55;1,15;7,12;-0,59;1,47;8,86;3,57;7,82;0,40;0,59;0,41;9,35;13,29;148.407.429,48;7,34;0,65;-0,31;24.769.771.912,50
CRFB3;10,16;3,41;17,18;1,07;0,25;19,08;4,56;1,16;4,36;8,30;3,71;0,91;0,20;-5,34;-0,43;0,90;6,23;1,43;9,76;0,23;0,75;1,24;15,40;-4,71;134.048.022,52;9,57;0,60;-0,33;21.583.509.821,44
CRIV4;5,78;4,11;31,88;0,56;0,04;24,35;0,58;0,95;52,75;52,85;;;0,30;0,09;-0,08;68,86;1,77;0,13;;0,07;0,92;0,14;18,33;-22,13;15.609,00;10,23;0,18;-0,03;592.361.759,87
CRPG3;50,00;19,25;13,87;2,06;1,53;13,13;9,77;15,22;21,61;16,35;-1,44;-0,14;2,11;3,02;-4,40;4,52;14,88;11,04;9,18;0,74;0,26;0,73;7,16;5,78;21.501,00;24,23;3,60;-0,49;1.130.311.417,00
CRPG5;40,01;23,42;11,40;1,70;1,26;13,13;9,77;15,22;17,76;16,35;-1,44;-0,14;1,74;2,48;-3,62;4,52;14,88;11,04;9,18;0,74;0,26;0,73;7,16;5,78;318.654,89;24,23;3,60;-0,40;1.130.311.417,00
CRPG6;32,50;29,16;9,15;1,36;1,01;13,13;9,77;15,22;14,26;16,35;-1,44;-0,14;1,39;1,99;-2,91;4,52;14,88;11,04;9,18;0,74;0,26;0,73;7,16;5,78;399.230,22;24,23;3,60;-0,32;1.130.311.417,00
CSAB3;33,50;1,80;15,85;1,26;0,64;-64,90;2.145,03;3.749,88;27,70;34,11;;;594,18;4,07;-0,79;4,50;7,93;4,01;;0,51;0,49;0,00;-33,40;-4,28;7.814,25;26,65;2,11;0,50;311.040.000,00
CSAB4;47,50;1,39;22,47;1,78;0,90;-64,90;2.145,03;3.749,88;39,28;34,11;;;842,49;5,78;-1,13;4,50;7,93;4,01;;0,51;0,49;0,00;-33,40;-4,28;24.792,67;26,65;2,11;0,70;311.040.000,00
CSAN3;17,34;2,46;-28,23;1,82;0,24;24,70;24,32;-2,76;3,20;7,66;4,37;2,48;0,78;2,95;-0,30;1,65;-6,45;-0,86;9,34;0,13;0,66;0,31;38,95;;102.499.867,41;9,57;-0,62;0,23;32.627.574.926,12
CSED3;4,10;1,63;31,85;1,10;0,33;46,43;16,70;2,26;4,31;5,04;0,66;0,17;0,72;5,08;-0,43;1,41;3,46;1,04;14,78;0,30;0,70;0,46;15,05;-10,96;1.903.741,70;3,83;0,13;-2,19;1.548.945.733,44
CSMG3;18,02;8,23;6,35;0,91;0,51;39,51;22,15;16,06;4,60;6,87;2,16;0,43;1,02;17,44;-0,62;1,19;14,28;8,01;10,92;0,56;0,44;0,50;7,38;14,07;42.556.157,67;19,94;2,85;0,04;6.874.975.487,52
CSNA3;11,94;24,07;-27,20;0,87;0,19;25,51;9,10;-1,34;3,99;11,04;7,06;1,54;0,36;1,65;-0,29;1,53;-3,21;-0,71;6,05;0,22;0,75;0,53;19,08;;98.239.400,41;13,94;-0,45;0,23;16.112.041.456,05
CSRN3;24,40;6,98;6,87;2,67;0,76;31,85;26,54;16,42;4,25;6,99;2,23;1,40;1,13;-33,46;-0,98;0,91;38,87;11,01;20,58;0,28;0,72;0,67;10,30;26,04;17.232,13;9,17;3,56;1,07;4.260.245.507,56
CSRN5;28,25;6,66;7,93;3,08;0,87;31,85;26,54;16,42;4,91;6,99;2,23;1,40;1,30;-38,60;-1,13;0,91;38,87;11,01;20,58;0,28;0,72;0,67;10,30;26,04;11.835,00;9,17;3,56;1,24;4.260.245.507,56
CSRN6;27,60;6,82;7,74;3,01;0,85;31,85;26,54;16,42;4,79;6,99;2,23;1,40;1,27;-37,71;-1,10;0,91;38,87;11,01;20,58;0,28;0,72;0,67;10,30;26,04;6.135,75;9,17;3,56;1,21;4.260.245.507,56
CSUD3;16,25;6,05;8,28;1,70;1,12;38,91;20,38;15,10;6,14;6,58;0,15;0,04;1,25;27,45;-1,53;1,18;20,49;13,57;16,94;0,66;0,34;0,90;1,99;12,41;1.521.077,07;9,47;1,94;0,36;671.726.000,00
CURY3;15,76;1,71;11,71;4,79;1,63;37,70;19,83;15,61;9,22;9,12;-0,67;-0,35;1,83;3,31;-7,14;2,77;40,92;13,92;27,31;0,34;0,61;0,89;22,62;28,47;28.649.216,74;3,31;1,35;0,50;4.623.301.393,92
CXSE3;11,10;7,84;9,78;2,78;2,75;;;;8,73;8,34;-0,22;-0,07;;38,70;-3,00;7,44;28,48;28,16;27,16;0,99;0,01;0,00;;21,07;37.458.402,59;3,95;1,13;0,20;33.030.000.000,00
CYRE3;21,60;2,39;9,10;1,14;0,51;32,16;18,04;16,06;8,10;10,70;1,86;0,26;1,46;1,55;-1,07;2,65;12,49;5,58;7,01;0,45;0,51;0,35;15,15;;126.170.349,93;18,81;2,35;0,41;8.546.501.042,62
DEXP3;11,41;2,44;6,99;1,59;0,75;19,83;14,51;8,06;3,88;3,69;-0,21;-0,09;0,56;1,73;-2,08;3,06;22,78;10,68;19,71;0,47;0,44;1,33;34,10;12,80;933.044,52;6,92;1,58;-0,49;1.027.256.012,10
DEXP4;9,97;2,88;6,03;1,37;0,64;19,83;14,51;8,06;3,35;3,69;-0,21;-0,09;0,49;1,49;-1,80;3,06;22,78;10,68;19,71;0,47;0,44;1,33;34,10;12,80;47.361,67;6,92;1,58;-0,42;1.027.256.012,10
DIRR3;20,03;3,55;11,29;2,35;0,50;34,89;19,88;13,36;7,58;8,70;0,79;0,25;1,51;1,45;-0,97;3,61;20,83;4,46;13,08;0,21;0,76;0,33;23,53;;39.157.778,56;8,39;1,75;0,10;3.423.155.000,00
DXCO3;7,63;4,45;9,34;1,04;0,39;34,51;18,45;8,56;4,34;7,68;3,00;0,72;0,80;4,36;-0,56;1,40;11,08;4,14;11,43;0,37;0,62;0,48;16,29;29,31;37.058.389,15;7,35;0,81;-0,20;6.244.509.132,06
EALT3;8,30;2,59;5,96;0,84;0,35;22,14;10,71;6,67;3,71;6,00;2,01;0,45;0,40;-222,06;-0,55;1,00;14,12;5,94;14,09;0,42;0,58;0,89;23,92;0,44;4.840,69;9,86;1,39;-0,17;191.850.000,00
EALT4;9,14;2,71;6,25;0,88;0,37;22,14;10,71;6,67;3,89;6,00;2,01;0,45;0,42;-232,76;-0,58;1,00;14,12;5,94;14,09;0,42;0,58;0,89;23,92;0,44;95.863,11;9,86;1,39;-0,18;191.850.000,00
EGIE3;41,21;8,59;10,41;4,04;0,84;50,32;52,92;28,48;5,60;7,97;2,21;1,59;2,96;19,82;-1,04;1,28;38,82;8,04;18,88;0,21;0,77;0,28;11,18;10,08;62.666.449,15;10,22;3,97;0,12;33.697.815.662,00
EKTR3;34,00;10,63;6,90;2,09;0,64;26,84;21,56;11,25;3,60;6,28;2,47;1,43;0,78;12,20;-0,89;1,23;30,29;9,32;17,36;0,31;0,69;0,83;7,62;20,59;6.701,00;16,27;4,93;2,68;6.799.721.859,44
EKTR4;36,08;11,01;7,32;2,22;0,68;26,84;21,56;11,25;3,82;6,28;2,47;1,43;0,82;12,95;-0,95;1,23;30,29;9,32;17,36;0,31;0,69;0,83;7,62;20,59;17.658,00;16,27;4,93;2,84;6.799.721.859,44
ELET5;86,01;2,39;116,50;1,78;0,75;49,56;33,47;4,94;17,19;10,58;3,22;0,33;5,75;14,27;-0,90;1,47;1,53;0,65;6,84;0,42;0,58;0,13;2,97;;10.700,75;48,29;0,74;-1,67;79.915.924.182,94
ELET6;37,61;3,97;50,93;0,78;0,33;49,56;33,47;4,94;7,51;10,58;3,22;0,33;2,52;6,24;-0,39;1,47;1,53;0,65;6,84;0,42;0,58;0,13;2,97;;100.475.767,07;48,29;0,74;-0,73;79.915.924.182,94
EMAE4;64,58;3,07;34,42;2,14;1,18;10,30;-3,01;12,30;-140,73;-73,02;27,64;-0,42;4,24;3,00;-2,17;7,22;6,20;3,43;-2,42;0,55;0,45;0,28;20,52;-10,26;190.385,56;30,26;1,88;-0,83;1.809.595.853,90
ENBR3;24,08;5,90;14,20;1,25;0,38;30,13;19,68;5,63;4,07;7,01;2,95;0,91;0,80;-14,67;-0,50;0,91;8,82;2,65;10,44;0,30;0,67;0,47;6,98;10,00;27.666.157,79;19,22;1,70;-0,26;13.994.459.653,44
ENGI11;45,47;3,31;11,56;1,56;0,28;27,29;21,49;5,95;3,20;7,23;3,91;1,90;0,69;5,63;-0,39;1,23;13,50;2,45;11,24;0,18;0,77;0,41;14,21;23,39;88.688.144,89;29,03;3,92;-0,29;18.465.967.706,24
ENGI3;14,66;2,03;18,89;2,55;0,46;27,29;21,49;5,95;5,23;7,23;3,91;1,90;1,12;9,20;-0,63;1,23;13,50;2,45;11,24;0,18;0,77;0,41;14,21;23,39;91.152,93;5,81;0,78;-0,48;18.465.967.706,24
ENGI4;7,59;3,93;9,75;1,32;0,24;27,29;21,49;5,95;2,70;7,23;3,91;1,90;0,58;4,75;-0,33;1,23;13,50;2,45;11,24;0,18;0,77;0,41;14,21;23,39;141.065,07;5,81;0,78;-0,25;18.465.967.706,24
