,TICKERS,PRECO,MIN_MES,MAX_MES,VAL_MES,MIN_52S,MAX_52S,VAL_12M, VPA,DY, LPA,P/L,P/L_IDEAL,UP/DOWNSIDE,ROE,P/VP,EV/EBIT,LIQ.CORR,MARG.LIQ,DIV.LIQ/PL,SEGMENTO,IBOVESPA,SMALLCAP,DIVIDENDOS
128,CBEE3,13.7,13.27,13.7,3.24,11.11,16.95,-19.17,21.7,0.0,-0.57,-23.89,-38.07017543859649,0.583941605839416,-2.64,0.63,9.91,0.64,-1.79,0.97,Energia Eletrica,,,
129,CCRO3,12.46,12.26,12.66,-1.58,10.03,14.29,-5.61,6.05,2.64,0.64,19.57,9.453125,-0.514446227929374,10.54,2.06,8.71,1.19,8.16,1.84,Exploracao de Rodovias,IBOV,,IDIV
130,CCXC3,1.16,1.14,2.16,0.0,0.0,0.0,0.0,-44.46,0.0,-6.59,-0.18,6.746585735963581,-39.327586206896555,-14.81,-0.03,-2.39,0.01,0.0,0.0,Outros,,,
131,CEAB3,5.51,5.32,5.62,-1.96,1.94,6.7,74.37,9.34,0.0,0.1,57.37,93.39999999999999,0.6950998185117967,1.02,0.58,6.83,1.63,0.47,0.26,Tecidos Vestuario e Calcados,,SMLL,
132,CEBR3,13.7,13.59,13.7,0.74,8.64,13.78,19.86,13.92,10.89,2.61,5.24,5.333333333333334,0.016058394160584077,18.78,0.98,1.72,5.72,66.35,-0.62,Energia Eletrica,,,
133,CEBR5,13.81,13.36,13.81,1.54,9.82,14.0,35.39,13.92,10.8,2.61,5.28,5.333333333333334,0.007965242577842035,18.78,0.99,1.72,5.72,66.35,-0.62,Energia Eletrica,,,
134,CEBR6,15.27,14.66,15.27,4.16,9.66,15.27,39.84,13.92,10.79,2.61,5.81,5.333333333333334,-0.08840864440078589,18.78,1.09,1.72,5.72,66.35,-0.62,Energia Eletrica,,,
135,CEDO3,17.0,17.0,23.2,-26.69,5.45,25.0,174.19,15.08,0.0,4.8,3.54,3.1416666666666666,-0.11294117647058821,31.83,1.13,2.68,1.07,3.94,1.54,Fios e Tecidos,,,
136,CEDO4,15.65,13.55,16.74,-6.51,3.1,18.22,260.6,15.08,0.0,4.8,3.23,3.1416666666666666,-0.03642172523961662,31.83,1.03,2.68,1.07,3.94,1.54,Fios e Tecidos,,,
137,CEEB3,41.0,41.0,44.0,-2.38,33.47,45.4,15.59,24.32,4.9,6.18,6.64,3.935275080906149,-0.40682926829268296,25.4,1.69,7.42,0.87,11.28,1.97,Energia Eletrica,,,
138,CEEB5,54.6,54.6,54.6,0.0,28.4,54.6,29.05,24.32,3.68,6.18,8.84,3.935275080906149,-0.5545787545787546,25.4,2.24,7.42,0.87,11.28,1.97,Energia Eletrica,,,
139,CEEB6,60.68,58.72,62.05,0.0,0.0,0.0,0.0,24.32,3.64,6.18,9.82,3.935275080906149,-0.5992089650626236,25.4,2.49,7.42,0.87,11.28,1.97,Energia Eletrica,,,
140,CEED3,27.0,27.0,27.0,0.0,20.5,41.0,-34.15,-42.07,0.0,-4.4,-6.14,9.561363636363636,-2.558148148148148,-10.45,-0.64,10.74,1.18,-6.09,0.0,Energia Eletrica,,,
141,CEED4,30.0,30.0,30.0,0.0,30.0,40.0,-25.0,-42.07,0.0,-4.4,-6.82,9.561363636363636,-2.4023333333333334,-10.45,-0.71,10.74,1.18,-6.09,0.0,Energia Eletrica,,,
142,CEGR3,88.32,89.0,89.0,0.0,0.0,0.0,0.0,4.61,1.16,1.3,68.03,3.5461538461538464,-0.9478034420289855,28.14,19.15,25.65,0.85,5.49,0.59,Gas,,,
143,CEPE3,125.26,27.63,128.0,0.0,0.0,0.0,0.0,21.39,0.43,1.54,81.27,13.88961038961039,-0.8292351908031295,7.21,5.86,15.58,1.1,1.41,4.33,Energia Eletrica,,,
144,CEPE5,40.12,40.11,40.12,0.0,40.11,40.12,0.02,21.39,1.35,1.54,26.03,13.88961038961039,-0.46684945164506475,7.21,1.88,15.58,1.1,1.41,4.33,Energia Eletrica,,,
145,CEPE6,43.0,40.5,43.0,6.17,40.5,43.0,6.17,21.39,1.39,1.54,27.9,13.88961038961039,-0.5025581395348837,7.21,2.01,15.58,1.1,1.41,4.33,Energia Eletrica,,,
146,CESP3,25.55,22.23,25.55,0.0,0.0,0.0,0.0,27.56,0.0,8.77,2.92,3.142531356898518,0.07866927592954975,31.8,0.93,4.96,1.7,155.88,-0.31,Energia Eletrica,,,
147,CESP5,25.0,22.5,25.0,0.0,0.0,0.0,0.0,27.56,0.0,8.77,2.85,3.142531356898518,0.10240000000000005,31.8,0.91,4.96,1.7,155.88,-0.31,Energia Eletrica,,,
148,CESP6,25.25,22.1,25.25,0.0,0.0,0.0,0.0,27.56,0.0,8.77,2.88,3.142531356898518,0.09148514851485134,31.8,0.92,4.96,1.7,155.88,-0.31,Energia Eletrica,,SMLL,
149,CGAS3,120.0,119.0,124.95,0.84,110.01,145.54,-6.85,0.74,9.87,3.37,35.56,0.21958456973293766,-0.9938333333333333,453.46,161.27,7.48,1.04,2.6,56.56,Gas,,,
150,CGAS5,128.99,128.5,128.99,0.11,118.56,145.87,1.29,0.74,10.1,3.37,38.23,0.21958456973293766,-0.9942631211721839,453.46,173.35,7.48,1.04,2.6,56.56,Gas,,,
151,CGRA3,25.76,25.65,26.0,0.35,25.23,33.74,-19.95,43.57,4.87,4.97,5.19,8.766599597585513,0.6913819875776397,11.41,0.59,6.84,2.32,14.53,-0.13,Tecidos Vestuario e Calcados,,,
152,CGRA4,27.5,26.95,27.95,1.29,23.97,33.0,-15.02,43.57,4.58,4.97,5.51,8.766599597585513,0.5843636363636364,11.41,0.63,6.84,2.32,14.53,-0.13,Tecidos Vestuario e Calcados,,,
153,CIEL3,3.63,3.63,3.86,-5.96,3.63,5.69,-28.12,4.31,8.01,0.7,5.18,6.157142857142857,0.18732782369145995,16.24,0.84,4.77,1.19,17.91,0.55,Servicos Financeiros Diversos,IBOV,SMLL,IDIV
154,CLSA3,5.42,4.75,5.42,10.39,4.35,7.51,7.33,3.87,0.0,-0.06,-87.01,-64.5,-0.2859778597785978,-1.59,1.38,-12.58,4.15,-2.17,-0.55,Programas e Servicos,,,
155,CLSC3,61.99,60.41,63.0,1.46,42.93,64.49,35.23,82.99,6.43,15.88,3.9,5.226070528967254,0.3387643168252943,19.14,0.75,4.2,0.95,5.98,0.45,Energia Eletrica,,,
156,CLSC4,64.5,63.73,64.5,0.78,45.59,64.73,22.51,82.99,6.8,15.88,4.06,5.226070528967254,0.2866666666666666,19.14,0.78,4.2,0.95,5.98,0.45,Energia Eletrica,,,
157,CMIG3,20.0,19.0,20.0,1.21,14.32,20.37,19.98,10.72,5.61,3.01,6.69,3.5614617940199342,-0.46399999999999997,28.07,1.88,5.6,1.34,18.48,0.34,Energia Eletrica,,,
158,CMIG4,12.69,12.11,12.69,1.85,9.7,12.86,18.05,10.72,8.9,3.01,4.22,3.5614617940199342,-0.15524034672970832,28.07,1.18,5.6,1.34,18.48,0.34,Energia Eletrica,IBOV,,IDIV
159,CMIN3,4.42,4.21,4.42,1.38,2.81,5.2,43.97,1.91,20.6,0.44,10.12,4.340909090909091,-0.5678733031674208,22.89,2.32,5.6,2.73,15.73,-0.03,Minerais Metalicos,,,
160,CMSA3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-293.36,0.0,0.34,76.15,0.0,-0.98,Outros,,,
161,CMSA4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-293.36,0.0,0.34,76.15,0.0,-0.98,Outros,,,
162,CNSY3,30.22,30.22,30.22,0.0,0.0,0.0,0.0,-1.27,0.0,-0.35,-86.19,3.628571428571429,-1.042025148908008,-27.56,-23.75,109.95,0.41,-7.71,0.0,Producao Difusao de Filmes e Programas,,,
163,COCE3,50.01,50.01,50.01,0.0,47.0,56.93,-12.16,51.7,1.69,7.82,6.4,6.611253196930947,0.033793241351729675,15.12,0.97,6.16,0.73,6.94,1.19,Energia Eletrica,,,
164,COCE5,42.7,42.08,44.0,-1.97,36.78,57.8,-3.39,51.7,1.96,7.82,5.54,6.611253196930947,0.2107728337236534,15.12,0.84,6.16,0.73,6.94,1.19,Energia Eletrica,,,
165,COCE6,19.17,4.05,4.05,0.0,0.0,0.0,0.0,51.7,4.42,7.82,2.45,6.611253196930947,1.6969222743870631,15.12,0.37,6.16,0.73,6.94,1.19,Energia Eletrica,,,
166,COGN3,2.85,2.85,3.01,-5.32,1.76,3.52,1.06,6.49,0.0,-0.22,-13.16,-29.5,1.2771929824561403,-3.35,0.44,24.82,1.41,-7.45,0.51,Servicos Educacionais,IBOV,SMLL,
167,CORR3,2.71,2.62,2.71,0.0,0.0,0.0,0.0,263.25,2762.62,339.01,0.01,0.776525766201587,96.14022140221402,128.78,0.01,-1.31,3.31,2192.46,-2.13,Exploracao de Imoveis,,,
168,CORR4,82.0,82.0,82.0,0.0,0.0,0.0,0.0,263.25,91.3,339.01,0.24,0.776525766201587,2.2103658536585367,128.78,0.31,-1.31,3.31,2192.46,-2.13,Exploracao de Imoveis,,,
169,CPFE3,35.11,33.99,35.28,0.86,26.62,35.28,10.97,15.48,8.22,4.8,7.31,3.225,-0.559099971518086,31.0,2.27,5.34,0.91,13.83,1.09,Energia Eletrica,IBOV,,
170,CPLE11,44.13,41.62,44.13,2.6,29.89,44.52,41.4,36.48,4.06,3.23,13.72,11.294117647058822,-0.17335146159075476,8.86,1.22,11.55,1.47,8.78,0.55,Energia Eletrica,,,
171,CPLE3,8.42,8.06,8.42,2.43,5.83,8.6,39.4,7.3,3.96,0.65,13.05,11.23076923076923,-0.1330166270783848,8.86,1.16,11.55,1.47,8.78,0.55,Energia Eletrica,,,IDIV
172,CPLE5,26.01,26.0,28.17,-7.67,20.17,32.5,-19.97,7.3,1.73,0.65,40.23,11.23076923076923,-0.7193387158785083,8.86,3.57,11.55,1.47,8.78,0.55,Energia Eletrica,,,
173,CPLE6,8.93,8.49,8.93,2.06,5.98,9.07,39.31,7.3,4.09,0.65,13.9,11.23076923076923,-0.18253079507278835,8.86,1.23,11.55,1.47,8.78,0.55,Energia Eletrica,IBOV,,IDIV
174,CPRE3,18.23,18.01,18.23,0.0,0.0,0.0,0.0,9.47,0.0,2.35,7.76,4.029787234042553,-0.48052660449808005,24.81,1.92,8.41,0.36,47.0,0.02,Energia Eletrica,,,
175,CREM3,14.5,0.0,0.0,0.0,0.0,0.0,0.0,5.91,0.0,0.44,32.7,13.431818181818182,-0.5924137931034483,7.5,2.45,13.11,1.29,2.1,1.01,Medicamentos e Outros Produtos,,,
176,CRFB3,10.67,10.17,10.75,1.14,8.76,21.26,-45.42,9.57,3.27,0.6,17.92,15.950000000000001,-0.1030927835051546,6.23,1.12,8.25,0.9,1.16,0.91,Alimentos,IBOV,,
177,CRIV3,5.88,5.75,5.88,2.26,3.68,5.88,43.41,10.23,0.0,0.18,32.55,56.833333333333336,0.739795918367347,1.77,0.57,52.66,68.86,0.95,0.0,Soc Credito e Financiamento,,,
178,CRIV4,5.9,5.75,5.9,2.43,4.42,5.99,22.92,10.23,4.12,0.18,31.83,56.833333333333336,0.7338983050847456,1.77,0.56,52.66,68.86,0.95,0.0,Soc Credito e Financiamento,,,
179,CRPG3,50.0,45.0,50.0,11.11,39.06,55.66,28.01,24.23,19.25,3.6,13.87,6.730555555555555,-0.5154,14.88,2.06,16.24,4.52,15.22,-0.14,Quimicos Diversos,,,
180,CRPG5,46.49,39.7,46.69,17.1,21.34,47.0,97.91,24.23,21.17,3.6,12.61,6.730555555555555,-0.47881264788126476,14.88,1.88,16.24,4.52,15.22,-0.14,Quimicos Diversos,,,
181,CRPG6,35.7,32.2,36.29,10.87,20.87,40.97,29.35,24.23,26.72,3.6,9.99,6.730555555555555,-0.32128851540616254,14.88,1.49,16.24,4.52,15.22,-0.14,Quimicos Diversos,,,
182,CSAB3,33.5,33.5,35.01,-4.31,27.64,46.0,-27.17,26.65,1.8,2.11,15.85,12.630331753554502,-0.20447761194029856,7.93,1.26,31.63,4.5,3749.88,0.0,Seguradoras,,,
183,CSAB4,43.01,43.01,43.01,0.0,36.26,52.0,-7.15,26.65,1.54,2.11,20.34,12.630331753554502,-0.38037665659149034,7.93,1.61,31.63,4.5,3749.88,0.0,Seguradoras,,,
184,CSAN3,18.5,17.32,18.5,3.24,13.28,20.49,6.63,9.57,2.34,-0.62,-29.71,-15.435483870967742,-0.48270270270270266,-6.45,1.91,7.74,1.65,-2.76,2.48,Exploracao Refino e Distribuicao,IBOV,,
185,CSED3,4.12,4.12,4.22,-2.14,2.01,5.9,-6.36,3.83,1.66,0.13,31.32,29.46153846153846,-0.07038834951456308,3.46,1.08,4.88,1.41,2.26,0.17,Servicos Educacionais,,,
186,CSMG3,19.02,18.0,19.02,2.59,12.01,21.15,53.76,19.94,7.85,2.85,6.66,6.996491228070176,0.04837013669821255,14.28,0.95,6.97,1.19,16.06,0.43,Agua e Saneamento,,SMLL,IDIV
187,CSNA3,12.5,11.93,12.6,1.54,10.75,18.51,8.23,13.94,23.36,-0.45,-28.02,-30.977777777777774,0.11519999999999997,-3.21,0.9,11.17,1.53,-1.34,1.54,Siderurgia,IBOV,,IDIV
188,CSRN3,24.1,24.1,26.58,-5.49,16.14,31.77,16.82,9.17,7.1,3.56,6.76,2.5758426966292136,-0.6195020746887967,38.87,2.63,6.58,0.91,16.42,1.4,Energia Eletrica,,,
189,CSRN5,28.25,29.5,29.5,0.0,16.83,28.25,39.37,9.17,6.66,3.56,7.93,2.5758426966292136,-0.6753982300884955,38.87,3.08,6.58,0.91,16.42,1.4,Energia Eletrica,,,
190,CSRN6,27.6,27.6,27.6,0.0,17.49,27.75,50.66,9.17,6.82,3.56,7.74,2.5758426966292136,-0.6677536231884058,38.87,3.01,6.58,0.91,16.42,1.4,Energia Eletrica,,,
